Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
1225,1306173952,C. Davis,Cade Davis,Davis,Cade,P,George Washington University,GW,730249216,George Washington,BBC,L,L,24,182,698,302,63,410,135,104,305,79,108
1225,1218480640,M. Brown,Malcolm Brown,Brown,Malcolm,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,20,176,652,273,69,393,126,78,305,77,120
1225,1130896640,N. Rosser,Nate Rosser,Rosser,Nate,P,Butler University,BUT,730283520,Butler,BBC,R,R,17,183,705,296,54,419,125,117,305,75,123
1225,1330801664,D. Harrison,Dallin Harrison,Harrison,Dallin,P,University of San Diego,USD,5320,San Diego,BBC,L,R,24,176,676,288,56,403,119,113,305,71,115
1225,1471219389,B. Scheurer,Brandon Scheurer,Scheurer,Brandon,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,27,180,724,314,79,440,115,120,305,99,126
1225,1343203022,B. Gagen,Bradley Gagen,Gagen,Bradley,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,L,14,225,807,341,63,470,154,124,305,66,129
1225,1254009884,A. Arnold,Aaron Arnold,Arnold,Aaron,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,23,173,657,286,62,412,113,111,305,79,126
1225,1664621602,J. Mulvehill,Jake Mulvehill,Mulvehill,Jake,P,Lehigh University,LEH,730333184,Lehigh,BBC,L,L,17,191,687,291,59,419,139,93,305,69,128
1225,1456176272,B. Brown,Branden Brown,Brown,Branden,P,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,14,194,778,246,61,392,105,80,305,69,146
1235,1279379456,I. Magdaleno,Isaiah Magdaleno,Magdaleno,Isaiah,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,24,242,842,392,117,580,151,124,304,83,188
1235,1148029952,H. Jordan,Harper Jordan,Jordan,Harper,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,17,166,627,269,43,380,111,115,304,65,111
1235,1105345536,J. Orozco,Julian Orozco,Orozco,Julian,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,25,177,733,261,74,422,96,91,304,94,161
1235,1133211392,K. Rizy,Kyle Rizy,Rizy,Kyle,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,15,178,690,278,74,419,114,90,304,73,141
1235,1801159888,N. Thigpen,Noah Thigpen,Thigpen,Noah,P,Troy University,TROY,730378496,Troy,BBC,R,R,19,195,734,344,73,466,144,127,304,103,122
1235,1360294113,J. Schweitzer,Jake Schweitzer,Schweitzer,Jake,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,25,179,644,280,57,398,133,90,304,89,118
1241,1257462529,A. Keenan,Aidan Keenan,Keenan,Aidan,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,24,160,679,308,79,426,100,129,303,108,118
1241,1211978752,R. Boyett,Reid Boyett,Boyett,Reid,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,22,186,655,305,69,414,139,97,303,51,109
1241,1127174400,B. Parrish,Brycen Parrish,Parrish,Brycen,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,10,240,900,379,60,557,179,140,303,64,178
1241,1297592320,K. Smith,Kolten Smith,Smith,Kolten,P,University of Georgia,UGA,226,Georgia,BBC,R,R,15,185,728,325,123,452,101,101,303,120,127
1241,1299962112,M. Sills,Michael Sills,Sills,Michael,P,Wofford College,WOF,730176512,Wofford,BBC,R,R,18,161,649,277,75,413,101,101,303,74,136
1241,1342167867,E. Marzo,Ethan Marzo,Marzo,Ethan,P,Marist College,MRST,730374656,Marist,BBC,R,R,18,168,657,243,59,361,90,94,303,23,118
1247,1280874752,B. Helmstetter,Blake Helmstetter,Helmstetter,Blake,P,Fairfield University,FAIR,730380544,Fairfield,BBC,L,L,25,170,599,267,50,386,120,97,302,57,119
1247,1297508608,K. Mueller,Kyle Mueller,Mueller,Kyle,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,9,177,660,308,53,418,130,125,302,84,110
1247,1245180928,K. Demi,Kyle Demi,Demi,Kyle,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,19,156,633,312,111,404,99,102,302,89,92
1247,1123311360,S. Schlecht,Sam Schlecht,Schlecht,Sam,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,13,181,655,273,62,392,116,95,302,49,119
1247,1217925888,N. Kendrick,Noah Kendrick,Kendrick,Noah,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,14,249,885,388,58,548,199,131,302,77,160
1247,1126611968,J. Lajoie,Josh Lajoie,Lajoie,Josh,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,22,172,680,257,47,395,102,108,302,57,138
1247,1866778115,B. Fox,Brady Fox,Fox,Brady,P,UMBC,UMBC,730210304,UMBC,BBC,L,L,14,203,711,273,56,406,129,88,302,56,133
1254,1211163392,J. Giblin,Jonah Giblin,Giblin,Jonah,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,20,177,641,301,95,422,106,100,301,94,121
1254,1153406976,D. Westfall,Derek Westfall,Westfall,Derek,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,21,181,668,284,57,394,123,104,301,82,110
1254,1246735360,J. Slack,J.J. Slack,Slack,J.J.,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,L,18,158,625,230,79,380,73,78,301,61,150
1254,1094690048,B. Crooms,Brian Crooms,Crooms,Brian,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,17,205,780,319,77,462,120,122,301,111,143
1254,1292112384,B. Alcock,Bobby Alcock,Alcock,Bobby,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,11,162,686,298,60,417,104,134,301,90,119
1254,1342169566,D. Lingle,Daniel Lingle,Lingle,Daniel,P,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,34,176,617,287,52,394,128,107,301,79,107
1254,1924832232,C. Butler,Cord Butler,Butler,Cord,P,High Point University,HP,730321152,High Point,BBC,R,R,15,186,764,321,87,435,119,115,301,112,114
1254,1392938779,W. Dean,Will Dean,Dean,Will,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,13,135,525,238,54,334,95,89,301,34,96
1254,1490344446,E. Jaques,Ethan Jaques,Jaques,Ethan,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,25,157,619,250,51,375,113,86,301,61,125
1254,1841048623,W. Franklin,Will Franklin,Franklin,Will,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,18,181,663,285,57,388,123,105,301,70,103
1254,1754151047,L. Fithian,Luke Fithian,Fithian,Luke,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,12,151,622,286,71,386,106,109,301,72,100
1254,1396500898,C. Anderson,Chandler Anderson,Anderson,Chandler,P,The Citadel,CIT,730366720,The Citadel,BBC,R,R,12,176,667,297,59,414,123,115,301,80,117
1254,1716303827,C. Levonas,Chris Levonas,Levonas,Chris,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,13,164,657,279,74,409,95,110,301,90,130
1267,1195605248,G. Estridge,Gaines Estridge,Estridge,Gaines,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,17,197,723,322,51,439,145,126,300,84,117
1267,1085410560,C. Walker,Charlie Walker,Walker,Charlie,P,Northeastern University,NE,343,Northeastern,BBC,R,R,16,180,631,308,105,442,115,88,300,92,134
1267,1100869376,J. Tallon,James Tallon,Tallon,James,P,Duke University,DUKE,730336256,Duke,BBC,L,L,21,160,681,316,101,422,84,131,300,109,106
1267,1254191104,T. Panariello,Ty Panariello,Panariello,Ty,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,14,174,602,272,49,386,133,90,300,63,114
1267,1142920192,N. Vieira,Nick Vieira,Vieira,Nick,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,17,175,673,272,44,407,130,98,300,79,135
1267,1459899904,M. VanOstenbridge,Matthew VanOstenbridge,VanOstenbridge,Matthew,P,Penn State University,PSU,5326,Penn State,BBC,L,L,23,189,696,306,90,438,130,86,300,118,132
1267,1312914944,B. Kenneally,Brendan Kenneally,Kenneally,Brendan,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,17,186,669,275,37,394,124,114,300,76,119
1274,1257464320,T. Duke,Tanner Duke,Duke,Tanner,P,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,13,176,634,268,60,389,115,93,299,76,121
1274,1149733888,C. Noah,Caden Noah,Noah,Caden,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,L,22,165,637,279,91,411,102,86,299,86,132
1274,1263691008,B. Curtis,Brayden Curtis,Curtis,Brayden,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,17,168,679,271,53,400,110,108,299,77,129
1274,1074274816,S. Rouse,Scott Rouse,Rouse,Scott,P,University of Kentucky,UK,5362,Kentucky,BBC,R,R,15,205,772,342,93,489,137,112,299,142,147
1274,1162574848,R. Faulks,Ryan Faulks,Faulks,Ryan,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,29,175,679,261,72,398,99,90,299,71,137
1274,1297018880,J. Weber,Jack Weber,Weber,Jack,P,Saint Louis University,SLU,2291,St. Louis,BBC,L,R,15,224,693,337,50,449,183,104,299,69,112
1274,1210661888,T. Quinn,Thomas Quinn,Quinn,Thomas,P,University at Albany,ALBY,730280448,Albany,BBC,L,L,18,176,647,260,44,372,120,96,299,67,112
1274,1647142580,L. Burch,Landen Burch,Burch,Landen,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,19,176,670,273,71,398,115,87,299,87,125
1274,1440929445,T. Gardini,Talin Gardini,Gardini,Talin,P,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,22,180,714,298,85,421,104,109,299,98,123
1274,1788845181,K. Hay,Kaleb Hay,Hay,Kaleb,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,12,184,680,298,54,416,131,113,299,88,118
1274,1342168110,M. Archibald,Matt Archibald,Archibald,Matt,P,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,13,216,853,307,100,491,96,111,299,93,184
1274,1288455760,A. Montenegro,Adrian Montenegro,Montenegro,Adrian,P,High Point University,HP,730321152,High Point,BBC,L,L,17,195,666,309,52,428,164,93,299,63,119
1274,1624104695,A. Sotiropoulos,Alex Sotiropoulos,Sotiropoulos,Alex,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,15,180,722,294,54,424,114,126,299,95,130
1287,1126191360,D. Heine,Dylan Heine,Heine,Dylan,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,15,175,613,315,72,418,128,115,298,120,103
1287,1223032064,T. Gebb,Tyler Gebb,Gebb,Tyler,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,28,179,698,343,73,453,130,140,298,86,110
1287,1162573312,A. Payamps,Andrelys Payamps,Payamps,Andrelys,P,Iona College,IONA,730242048,Iona,BBC,R,R,12,275,1012,489,135,660,168,186,298,22,171
1287,1078833152,N. Gregson,Niccolas Gregson,Gregson,Nic,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,13,171,597,257,58,369,125,74,298,65,112
1287,1123267488,C. Chalfant,Camden Chalfant,Chalfant,Camden,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,14,169,711,271,75,411,101,95,298,101,140
1287,1029001399,A. Camp,AJ Camp,Camp,AJ,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,S,L,26,171,687,311,96,429,108,107,298,106,118
1287,1069820504,J. Yeager,Jake Yeager,Yeager,Jake,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,13,175,648,290,48,381,123,119,298,69,91
1294,1297345280,E. Blanco,Evan Blanco,Blanco,Evan,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,14,181,661,326,85,431,132,109,297,96,105
1294,1110394368,J. Guerrero,JT Guerrero,Guerrero,JT,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,25,188,681,303,82,432,126,95,297,81,129
1294,1833814561,R. Clapp,Reece Clapp,Clapp,Reece,P,Bradley University,BRAD,730253312,Bradley,BBC,R,R,22,206,753,339,80,451,139,120,297,94,112
1294,1970648598,A. Lucas,Aden Lucas,Lucas,Aden,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,27,176,631,260,46,356,123,91,297,48,96
1294,1636869374,C. Burnette,Carter Burnette,Burnette,Carter,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,21,194,738,342,70,464,140,132,297,73,122
1294,1598085670,M. Treonze,Max Treonze,Treonze,Max,P,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,16,162,644,240,39,387,112,89,297,53,147
1300,1310731520,E. Harris,Everette Harris,Harris,Everette,P,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,14,209,739,316,51,425,147,118,296,103,109
1300,1301089280,C. Consiglio,Cooper Consiglio,Consiglio,Cooper,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,17,180,736,301,90,423,114,97,296,107,122
1300,1238282240,J. Van Der Lelie,Jelle van der Lelie,Van Der Lelie,Jelle,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,25,186,692,267,56,418,123,88,296,81,151
1300,1281129472,C. Martindale,Cam Martindale,Martindale,Cam,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,15,255,761,322,39,446,200,83,296,34,124
1300,1189655552,S. Keup,Shane Keup,Keup,Shane,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,23,183,689,283,65,400,118,100,296,80,117
1300,1702128537,K. Kahalekai,Ka'imi Kahalekai,Kahalekai,Ka'imi,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,16,166,674,297,68,394,107,122,296,81,97
1300,1940638855,J. Pannell,Jacob Pannell,Pannell,Jacob,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,11,196,672,307,54,414,148,105,296,63,107
1300,1838631360,T. Kuhns,Tegan Kuhns,Kuhns,Tegan,P,University of Tennessee,TENN,730153728,Tennessee,BBC,S,R,15,169,681,307,75,420,111,121,296,101,113
1308,1264023552,Z. Shaw,Zach Shaw,Shaw,Zach,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,21,200,701,316,84,423,133,99,295,97,107
1308,1326710785,J. Levine,Jack Levine,Levine,Jack,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,15,196,786,280,68,422,116,96,295,55,142
1308,1162012672,G. Helsel,Garrett Helsel,Helsel,Garrett,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,L,11,169,672,304,82,407,105,117,295,64,103
1308,1210138624,J. Vanesko,Jackson Vanesko,Vanesko,Jackson,P,Bryant University,BRY,730266880,Bryant,BBC,R,L,15,183,701,324,70,428,134,120,295,105,104
1308,1242911744,B. McBride,Bobby McBride,McBride,Bobby,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,12,204,772,290,80,422,112,98,295,39,132
1308,1407004364,C. Hunter,Colin Hunter,Hunter,Colin,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,17,172,664,307,59,421,126,122,295,102,114
1308,1439545351,R. McPherson,Ryan McPherson,McPherson,Ryan,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,20,170,646,281,88,405,94,99,295,89,124
1308,1411167943,J. Vokal,Jacob Vokal,Vokal,Jacob,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,19,183,674,317,81,416,124,112,295,95,99
1316,1197914368,B. Jones,Bobby Jones,Jones,Bobby,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,13,202,733,308,64,425,142,102,294,65,117
1316,1099890944,G. Aycock,Grant Aycock,Aycock,Grant,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,S,R,11,202,759,358,89,481,133,136,294,104,123
1316,1115419136,N. Leininger,Nathan Leininger,Leininger,Nathan,P,University of Toledo,TOL,5388,Toledo,BBC,R,R,17,171,618,261,59,381,103,99,294,77,120
1316,1997951719,J. Pineiro,Joel Pineiro,Pineiro,Joel,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,19,189,696,319,65,436,143,111,294,113,117
1316,1342167256,T. Cameron,Tracen Cameron,Cameron,Tracen,P,Florida International University,FIU,4468,Florida International,BBC,R,R,23,172,720,301,74,438,108,119,294,74,137
1316,1956333467,L. Boesen,Lucas Boesen,Boesen,Lucas,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,20,170,703,283,54,408,120,109,294,91,125
1316,1579392514,J. Fenton,Jack Fenton,Fenton,Jack,P,University of Akron,AKR,540536064,Akron,BBC,R,R,11,161,618,258,47,367,100,111,294,66,109
1316,1235114630,K. Etwaru,Kai Etwaru,Etwaru,Kai,P,University of North Florida,UNF,730296832,North Florida,BBC,L,L,16,169,658,262,67,391,104,91,294,87,129
1324,1201260544,S. Reed,Sam Reed,Reed,Sam,P,University of Illinois,ILL,730163456,Illinois,BBC,L,L,18,173,677,321,67,417,118,136,293,87,96
1324,1310410752,A. Watts,Anthony Watts,Watts,Anthony,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,24,169,698,291,98,417,99,94,293,98,126
1324,1276286721,C. Kerrigan,Colin Kerrigan,Kerrigan,Colin,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,L,13,179,702,292,54,414,127,111,293,95,122
1324,1117541632,M. Boyer,Matt Boyer,Boyer,Matt,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,9,213,720,323,65,460,153,105,293,60,137
1324,1303782912,C. Stasio,Cole Stasio,Stasio,Cole,P,Baylor University,BAY,3033,Baylor,BBC,R,R,15,146,563,283,70,370,103,110,293,75,87
1324,1604783649,C. Simoneaux,Cole Simoneaux,Simoneaux,Cole,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,L,20,156,649,237,44,371,86,107,293,65,134
1324,1660406214,T. Heflin,Tyler Heflin,Heflin,Tyler,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,18,221,772,283,40,426,147,96,293,67,143
1331,1262648064,C. Ozmer,Carson Ozmer,Ozmer,Carson,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,29,165,657,278,73,414,91,114,292,87,136
1331,1129736704,R. Renfroe,Ryan Renfroe,Renfroe,Ryan,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,25,174,693,301,94,419,102,105,292,98,118
1331,1184444928,O. Puk,Owen Puk,Puk,Owen,P,Florida International University,FIU,4468,Florida International,BBC,R,R,13,174,690,283,90,410,98,95,292,92,127
1331,1306910976,G. Paige,Griffen Paige,Paige,Griffen,P,Wright State University,WRST,5390,Wright State,BBC,R,L,11,181,726,322,97,435,111,114,292,100,113
1331,1924123374,V. Luther,Vincent Luther,Luther,Vincent,P,Binghamton University,BING,730155776,Binghamton,BBC,L,L,14,173,650,257,41,378,122,94,292,75,121
1331,1523142524,K. Vant Klooster,Koen Vant Klooster,Vant Klooster,Koen,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,11,164,667,265,43,388,104,118,292,75,123
1337,1313090304,C. Nation,Connor Nation,Nation,Connor,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,22,155,602,269,63,375,111,95,291,74,106
1337,1342167229,C. Montelbano,Cooper Montelbano,Montelbano,Cooper,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,13,241,806,319,49,444,168,102,291,41,125
1337,1489799607,B. Arvidson,Brandon Arvidson,Arvidson,Brandon,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,30,166,666,307,120,427,73,114,291,117,120
1337,1342169563,C. Yates,Chad Yates,Yates,Chad,P,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,20,191,712,275,69,397,124,82,291,76,122
1341,1162601472,C. Valentine,Collin Valentine,Valentine,Collin,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,L,L,20,187,665,279,63,404,127,89,290,70,125
1341,1245908736,D. Carbone,Dominick Carbone,Carbone,Dominick,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,L,28,174,645,327,111,432,107,109,290,120,105
1341,1174752512,K. Oakes,Kellan Oakes,Oakes,Kellan,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,20,163,648,264,65,396,92,107,290,83,132
1341,1310950144,S. Scanlon,Sean Scanlon,Scanlon,Sean,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,11,169,648,260,50,371,118,92,290,61,111
1341,1093038848,J. Bodin,Jason Bodin,Bodin,Jason,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,31,187,678,308,78,425,126,104,290,94,117
1341,1085398528,A. Kranzler,Alex Kranzler,Kranzler,Alex,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,18,154,605,312,96,401,106,110,290,102,89
1341,1973599330,E. Lehrman,Eli Lehrman,Lehrman,Eli,P,Bradley University,BRAD,730253312,Bradley,BBC,L,L,21,211,707,310,58,432,146,106,290,62,122
1341,1924781060,G. Penzkover,Gunnar Penzkover,Penzkover,Gunnar,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,11,148,579,270,43,373,114,113,290,66,103
1341,1739175614,R. Redmond,Ryan Redmond,Redmond,Ryan,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,20,163,603,259,54,359,110,95,290,53,100
1341,1932040250,L. Yorek,Landen Yorek,Yorek,Landen,P,University of South Florida,USF,2292,South Florida,BBC,R,R,23,160,623,281,60,378,99,122,290,71,97
1341,1408791140,T. Horvath,Tyler Horvath,Horvath,Tyler,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,20,156,614,291,70,412,108,113,290,90,121
1341,1865432168,P. Leon,Pedro Leon,Leon,Pedro,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,15,159,631,239,62,360,92,85,290,50,121
1341,1342168467,K. Starr,Kaden Starr,Starr,Kaden,P,University of Portland,PORT,730360320,Portland,BBC,R,R,15,149,614,251,63,352,81,107,290,62,101
1354,1313347072,T. Henshaw,Tyler Henshaw,Henshaw,Tyler,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,L,22,201,732,318,68,467,148,102,289,128,149
1354,1241219840,D. Kelleher,Danny Kelleher,Kelleher,Danny,P,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,20,181,602,277,46,366,133,98,289,68,89
1354,1303603456,B. DeTaeye,Benjamin DeTaeye,DeTaeye,Benjamin,P,University of Iowa,IOWA,1232,Iowa,BBC,L,L,22,152,637,238,83,371,74,81,289,69,133
1354,1341388288,G. Nichols,Gunnar Nichols,Nichols,Gunnar,P,University of Washington,WASH,3110,Washington,BBC,L,R,17,132,534,237,69,356,71,97,289,58,119
1354,1143063040,D. Schaefer,Derek Schaefer,Schaefer,Derek,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,22,150,608,292,74,396,96,122,289,95,104
1354,1235293952,R. Penswick,Robbie Penswick,Penswick,Robbie,P,Army West Point,ARMY,4744,Army,BBC,L,R,19,184,674,289,73,417,124,92,289,86,128
1354,1221362565,J. Vaughn,Josh Vaughn,Vaughn,Josh,P,Bradley University,BRAD,730253312,Bradley,BBC,R,R,13,202,776,290,59,438,130,101,289,75,148
1354,1718218142,C. Harrington,Cooper Harrington,Harrington,Cooper,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,16,163,624,252,44,387,110,98,289,76,135
