Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,HLeft%,HCtr%,HRight%,HPull%,HOppFld%,HFarLft%,HLftCtr%,HDeadCtr%,HRtCtr%,HFarRt%
97,1581848523,G. Lakins,Gunner Lakins,Lakins,Gunner,RF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,38,127,50.0%,33.3%,16.7%,50.0%,16.7%,33.3%,33.3%,0.0%,16.7%,16.7%
113,1334287616,G. Roessler,Gabe Roessler,Roessler,Gabe,SS,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,59,233,49.7%,31.1%,19.2%,49.7%,19.2%,32.9%,26.9%,18.6%,12.6%,9.0%
114,1162579200,J. Livingston,Josh Livingston,Livingston,Josh,2B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,56,212,20.8%,29.5%,49.7%,49.7%,20.8%,10.1%,17.4%,19.5%,21.5%,31.5%
115,1084685312,J. Melendez,Jayden Melendez,Melendez,Jayden,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,54,189,49.6%,31.9%,18.5%,49.6%,18.5%,29.6%,26.7%,22.2%,10.4%,11.1%
115,1232133376,W. Safford,Will Safford,Safford,Will,SS,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,54,151,23.7%,26.7%,49.6%,49.6%,23.7%,12.6%,18.5%,14.1%,25.9%,28.9%
115,1449562702,A. Melendez,Axel Melendez,Melendez,Axel,LF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,R,51,161,20.0%,30.4%,49.6%,49.6%,20.0%,13.3%,11.9%,17.0%,27.4%,30.4%
118,1197618176,L. Stulga,Luke Stulga,Stulga,Luke,CF,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,55,197,49.6%,33.3%,17.1%,49.6%,17.1%,27.6%,30.1%,18.7%,12.2%,11.4%
118,1257342976,I. Landry,Isaiah Landry,Landry,Isaiah,CF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,53,196,49.6%,39.8%,10.6%,49.6%,10.6%,27.6%,34.1%,19.5%,14.6%,4.1%
120,1196789504,D. Wyers,Drew Wyers,Wyers,Drew,3B,Bryant University,BRY,730266880,Bryant,BBC,R,R,43,150,49.6%,31.9%,18.5%,49.6%,18.5%,29.4%,31.1%,17.6%,11.8%,10.1%
121,1184447745,H. Hunter,Henry Hunter,Hunter,Henry,C,University of Georgia,UGA,226,Georgia,BBC,L,R,53,173,20.4%,30.1%,49.6%,49.6%,20.4%,10.6%,15.0%,17.7%,29.2%,27.4%
122,1285714688,H. Taubert,Harrison Taubert,Taubert,Harrison,RF,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,54,187,49.5%,34.6%,15.9%,49.5%,15.9%,32.7%,26.2%,16.8%,15.0%,9.3%
122,1205058816,Z. Stewart,Zack Stewart,Stewart,Zack,RF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,51,182,18.7%,31.8%,49.5%,49.5%,18.7%,12.1%,15.0%,20.6%,25.2%,27.1%
124,1086580736,E. Madrigal,Eddie Madrigal,Madrigal,Eddie,1B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,R,62,242,20.0%,30.5%,49.5%,49.5%,20.0%,10.5%,15.0%,17.0%,26.5%,31.0%
125,1251616000,B. Valentine,Balin Valentine,Valentine,Balin,LF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,55,216,49.4%,34.8%,15.7%,49.4%,15.7%,28.1%,24.7%,25.8%,12.4%,9.0%
126,1310534400,L. Holland,Luke Holland,Holland,Luke,LF,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,41,143,49.4%,33.7%,16.9%,49.4%,16.9%,22.9%,36.1%,18.1%,15.7%,7.2%
126,1297345024,C. Applegate,Carson Applegate,Applegate,Carson,SS,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,49,177,49.4%,27.7%,22.9%,49.4%,22.9%,28.9%,30.1%,9.6%,18.1%,13.3%
128,1333052160,G. Freeman,Gus Freeman,Freeman,Gus,1B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,208,49.4%,27.8%,22.8%,49.4%,22.8%,30.2%,27.8%,15.4%,13.0%,13.6%
129,1310847488,E. Appelwick,Evan Appelwick,Appelwick,Evan,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,58,214,49.4%,34.8%,15.8%,49.4%,15.8%,30.4%,27.2%,20.3%,14.6%,7.6%
130,1255817728,A. Lazits,Anton Lazits,Lazits,Anton,RF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,48,188,49.3%,31.5%,19.2%,49.3%,19.2%,34.9%,21.9%,16.4%,17.8%,8.9%
130,1290066432,R. Masse,Rowan Masse,Masse,Rowan,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,50,162,49.3%,38.4%,12.3%,49.3%,12.3%,28.8%,27.4%,21.9%,16.4%,5.5%
132,1287364352,W. Neels,Weber Neels,Neels,Weber,C,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,50,169,49.3%,38.8%,11.9%,49.3%,11.9%,34.3%,25.4%,24.6%,9.0%,6.7%
133,1212541863,M. Garcia,Mateo Garcia,Garcia,Mateo,LF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,49,165,20.3%,30.5%,49.2%,49.2%,20.3%,7.8%,17.2%,19.5%,28.1%,27.3%
134,1334269952,C. Hendrickson,Carter Hendrickson,Hendrickson,Carter,LF,Xavier University,XAV,5464,Xavier,BBC,R,L,59,219,49.2%,35.6%,15.2%,49.2%,15.2%,28.8%,34.6%,17.8%,10.5%,8.4%
135,1190789888,J. Pipercic,Jacob Pipercic,Pipercic,Jacob,RF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,49,192,49.2%,31.5%,19.4%,49.2%,19.4%,29.8%,28.2%,15.3%,15.3%,11.3%
136,1085407744,J. Goodman,Jack Goodman,Goodman,Jack,SS,Northeastern University,NE,343,Northeastern,BBC,R,R,53,204,49.1%,35.7%,15.2%,49.1%,15.2%,29.5%,27.7%,21.4%,13.4%,8.0%
137,1092663040,C. Bergman,Carter Bergman,Bergman,Carter,C,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,48,162,49.1%,37.7%,13.2%,49.1%,13.2%,29.2%,35.8%,17.9%,11.3%,5.7%
137,1136711424,S. Busch,Sam Busch,Busch,Sam,1B,Michigan State University,MSU,1551,Michigan State,BBC,L,L,54,190,17.0%,34.0%,49.1%,49.1%,17.0%,9.4%,11.3%,17.0%,33.3%,28.9%
137,1910342021,C. Schneider,Cooper Schneider,Schneider,Cooper,RF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,38,131,49.1%,30.2%,20.8%,49.1%,20.8%,22.6%,32.1%,15.1%,18.9%,11.3%
140,1310867457,W. Jordan,Wesley Jordan,Jordan,Wesley,LF,Baylor University,BAY,3033,Baylor,BBC,R,R,50,195,49.0%,39.4%,11.6%,49.0%,11.6%,27.1%,29.0%,26.5%,12.3%,5.2%
141,1339568350,D. Cerda,Derek Cerda,Cerda,Derek,CF,University of Kansas,KU,730360064,Kansas,BBC,R,R,50,197,49.0%,30.1%,20.9%,49.0%,20.9%,34.0%,23.5%,16.3%,13.1%,13.1%
142,1297563392,A. Fawley,Austin Fawley,Fawley,Austin,C,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,51,176,49.0%,39.0%,12.0%,49.0%,12.0%,24.0%,32.0%,25.0%,10.0%,9.0%
143,1310781952,K. Freeman,Kaleb Freeman,Freeman,Kaleb,2B,Georgia State University,GAST,730239744,Georgia State,BBC,S,R,56,209,32.4%,29.0%,38.6%,49.0%,22.1%,21.4%,18.6%,14.5%,20.0%,25.5%
144,1391696428,G. Gandy,Gus Gandy,Gandy,Gus,SS,Samford University,SAM,730386432,Samford,BBC,R,R,54,193,48.9%,36.3%,14.8%,48.9%,14.8%,20.0%,38.5%,23.0%,10.4%,8.1%
145,1080116854,J. Lewis,Jordan Lewis,Lewis,Jordan,LF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,53,183,48.9%,32.8%,18.3%,48.9%,18.3%,22.9%,33.6%,21.4%,11.5%,10.7%
146,1205132544,G. Greco,Garrett Greco,Greco,Garrett,2B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,46,185,24.4%,26.8%,48.8%,48.8%,24.4%,17.1%,12.2%,17.1%,26.8%,26.8%
147,1162512128,T. Lyssy,Thomas Lyssy,Lyssy,Thomas,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,48,170,20.7%,30.6%,48.8%,48.8%,20.7%,7.4%,20.7%,15.7%,34.7%,21.5%
148,1233282048,J. Steidl,Josh Steidl,Steidl,Josh,1B,Jacksonville University,JAC,730335488,Jacksonville,BBC,L,R,54,188,18.8%,32.5%,48.7%,48.7%,18.8%,6.0%,20.5%,15.4%,30.8%,27.4%
149,1252632576,M. Handron,Max Handron,Handron,Max,3B,University of California,CAL,730152448,California,BBC,L,R,47,149,23.9%,27.5%,48.6%,48.6%,23.9%,13.8%,15.6%,13.8%,26.6%,30.3%
150,1359638792,H. Porter,Hollis Porter,Porter,Hollis,1B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,55,231,16.7%,34.7%,48.6%,48.6%,16.7%,9.7%,16.0%,18.8%,36.1%,19.4%
151,1238288640,C. Sanchez,Cade Sanchez,Sanchez,Cade,2B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,193,48.5%,35.3%,16.2%,48.5%,16.2%,23.5%,34.6%,22.1%,13.2%,6.6%
152,1029265660,E. Farina,Ethan Farina,Farina,Ethan,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,41,139,48.5%,30.3%,21.2%,48.5%,21.2%,24.2%,36.4%,12.1%,21.2%,6.1%
153,1307928832,D. McCann,David McCann,McCann,David,C,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,52,160,19.0%,32.5%,48.4%,48.4%,19.0%,11.9%,10.3%,23.0%,29.4%,25.4%
154,1089871104,J. Nati,Jimmy Nati,Nati,Jimmy,2B,Stanford University,STAN,730251264,Stanford,BBC,R,R,52,203,48.4%,35.0%,16.6%,48.4%,16.6%,28.7%,30.6%,17.8%,11.5%,11.5%
155,1314887424,D. Burress,Drew Burress,Burress,Drew,CF,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,228,48.4%,31.2%,20.4%,48.4%,20.4%,33.9%,23.1%,18.3%,13.4%,11.3%
155,1296199682,R. Adams III,Reyfield Adams III,Adams III,Reyfield,CF,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,41,141,25.8%,25.8%,48.4%,48.4%,25.8%,25.8%,0.0%,16.1%,35.5%,22.6%
155,1914356356,B. Capps,Brody Capps,Capps,Brody,1B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,54,207,48.4%,31.2%,20.4%,48.4%,20.4%,29.0%,28.0%,16.1%,20.4%,6.5%
158,1100577280,L. Stevenson,Luke Stevenson,Stevenson,Luke,C,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,223,20.3%,31.4%,48.4%,48.4%,20.3%,11.8%,13.1%,19.6%,30.7%,24.8%
159,1626754400,J. Murphy,James Murphy,Murphy,James,SS,High Point University,HP,730321152,High Point,BBC,R,R,54,185,48.4%,35.2%,16.4%,48.4%,16.4%,26.2%,27.9%,21.3%,14.8%,9.8%
160,1105460480,T. Rodriguez,Taer Rodriguez,Rodriguez,Taer,3B,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,36,129,48.3%,31.0%,20.7%,48.3%,20.7%,21.8%,31.0%,23.0%,16.1%,8.0%
160,1148937216,V. Mauro,Vincent Mauro,Mauro,Vincent,3B,Niagara University,NIAG,730156544,Niagara,BBC,R,R,46,175,48.3%,24.1%,27.6%,48.3%,27.6%,25.9%,24.1%,15.5%,10.3%,24.1%
162,1310896128,S. Tackett,Sam Tackett,Tackett,Sam,RF,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,56,193,48.9%,32.3%,18.8%,48.1%,18.8%,29.3%,26.3%,22.6%,12.0%,9.8%
163,1281731072,P. Coley,Parker Coley,Coley,Parker,RF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,44,145,48.1%,34.9%,17.0%,48.1%,17.0%,33.0%,23.6%,19.8%,15.1%,8.5%
164,1167173120,M. Whitcomb,Mack Whitcomb,Whitcomb,Mack,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,56,211,48.0%,29.4%,22.5%,48.0%,22.5%,30.4%,26.5%,16.7%,18.6%,7.8%
165,1836125891,J. Lee,Jacob Lee,Lee,Jacob,C,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,53,205,48.0%,34.6%,17.3%,48.0%,17.3%,29.1%,26.8%,19.7%,18.9%,5.5%
166,1338133248,C. Miller,Cody Miller,Miller,Cody,SS,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,236,48.0%,34.0%,18.0%,48.0%,17.5%,27.5%,29.0%,21.0%,12.5%,10.0%
166,1115842560,B. Martin,Ben Martin,Martin,Ben,2B,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,43,158,48.0%,40.0%,12.0%,48.0%,12.0%,8.0%,48.0%,28.0%,12.0%,4.0%
168,1282331648,E. Putnam,Eli Putnam,Putnam,Eli,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,56,241,48.0%,30.1%,22.0%,48.0%,22.0%,20.8%,34.7%,17.3%,17.3%,9.8%
169,1258114566,J. Thomas,Justin Thomas,Thomas,Justin,CF,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,62,165,48.0%,31.7%,20.3%,48.0%,20.3%,18.7%,38.2%,14.6%,15.4%,13.0%
170,1324618300,P. Osting,Paul Osting,Osting,Paul,CF,Western Illinois University,WIU,730370560,Western Illinois,BBC,S,R,49,175,24.7%,30.1%,45.2%,47.9%,21.9%,11.0%,19.2%,16.4%,28.8%,24.7%
171,1016906882,R. Bonomolo Jr.,Richie Bonomolo Jr.,Bonomolo Jr.,Richie,CF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,209,47.9%,34.3%,17.8%,47.9%,17.8%,22.5%,33.7%,17.8%,15.4%,10.7%
172,1797847891,J. Porter,Jack Porter,Porter,Jack,1B,Penn State University,PSU,5326,Penn State,BBC,R,R,47,184,47.9%,34.7%,17.4%,47.9%,17.4%,29.9%,27.8%,18.8%,16.7%,6.9%
173,1915039459,W. Couchman,Will Couchman,Couchman,Will,2B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,46,173,14.9%,37.2%,47.9%,47.9%,14.9%,9.6%,8.5%,24.5%,28.7%,28.7%
174,1310950144,S. Scanlon,Sean Scanlon,Scanlon,Sean,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,58,192,23.1%,29.1%,47.9%,47.9%,23.1%,13.7%,15.4%,16.2%,28.2%,26.5%
175,1101830656,J. Ference,Jacob Ference,Ference,Jacob,C,University of Virginia,UVA,5415,Virginia,BBC,R,R,39,126,47.8%,41.3%,10.9%,47.8%,10.9%,17.4%,35.9%,27.2%,15.2%,4.3%
175,1081123840,Z. Kovalchik,Zack Kovalchik,Kovalchik,Zack,CF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,51,175,47.8%,20.3%,31.9%,47.8%,31.9%,29.0%,24.6%,11.6%,23.2%,11.6%
175,1105387008,J. Journette,Justin Journette,Journette,Justin,RF,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,42,167,47.8%,34.8%,17.4%,47.8%,17.4%,26.1%,34.8%,13.0%,26.1%,0.0%
175,1174785792,A. Aroz,Anson Aroz,Aroz,Anson,LF,University of Oregon,ORE,4807,Oregon,BBC,S,R,57,199,28.6%,31.7%,39.8%,47.8%,20.5%,12.4%,23.0%,17.4%,23.6%,23.6%
175,1777552484,O. Pincince,Owen Pincince,Pincince,Owen,1B,Siena College,SIE,730382592,Siena,BBC,R,R,51,159,47.8%,32.6%,19.6%,47.8%,19.6%,23.9%,30.4%,19.6%,13.0%,13.0%
175,1998981725,K. Smith,Kaden Smith,Smith,Kaden,LF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,50,191,47.8%,29.0%,23.2%,47.8%,23.2%,29.7%,29.7%,12.3%,15.9%,12.3%
175,1616187675,T. Davis,Tague Davis,Davis,Tague,TWP,University of Louisville,LOU,5467,Louisville,BBC,L,L,64,219,21.7%,30.4%,47.8%,47.8%,21.7%,9.3%,16.1%,18.0%,29.8%,26.7%
175,1841624466,N. Rippen,Nash Rippen,Rippen,Nash,LF,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,49,169,15.2%,37.0%,47.8%,47.8%,15.2%,4.3%,21.7%,15.2%,28.3%,30.4%
183,1287473664,R. Daniels,Ryan Daniels,Daniels,Ryan,2B,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,54,203,20.1%,32.1%,47.8%,47.8%,20.1%,14.5%,11.3%,19.5%,25.2%,29.6%
184,1268197376,T. Farmer IV,Tommy Farmer,Farmer IV,Tommy,LF,University of Texas,TEX,245,Texas,BBC,R,R,58,177,47.8%,38.1%,14.2%,47.8%,14.2%,31.9%,23.9%,23.9%,14.2%,6.2%
184,1912513890,D. Wouters,Dyrenson Wouters,Wouters,Dyrenson,SS,University of Dayton,DAY,730194688,Dayton,BBC,R,R,46,152,47.8%,32.7%,19.5%,47.8%,19.5%,26.5%,28.3%,18.6%,18.6%,8.0%
186,1203265280,P. Engskov,Patrick Engskov,Engskov,Patrick,SS,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,53,201,47.8%,35.0%,17.2%,47.8%,17.2%,27.4%,31.2%,19.7%,13.4%,8.3%
187,1342168904,G. Sparr,Grayson Sparr,Sparr,Grayson,LF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,50,169,47.8%,26.9%,25.4%,47.8%,25.4%,34.3%,19.4%,14.9%,14.9%,16.4%
188,1259710976,J. Paulick,Jake Paulick,Paulick,Jake,C,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,47,167,47.7%,30.6%,21.6%,47.7%,21.6%,28.8%,29.7%,13.5%,17.1%,10.8%
189,1218556160,J. Radcliffe,Jacoby Radcliffe,Radcliffe,Jacoby,CF,Southern University,SOU,4767,Southern,BBC,L,R,45,133,20.5%,31.8%,47.7%,47.7%,20.5%,18.2%,9.1%,9.1%,43.2%,20.5%
190,1213817600,J. Bay,John Bay,Bay,John,CF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,224,47.6%,38.8%,13.6%,47.6%,13.6%,23.8%,34.0%,22.4%,14.3%,5.4%
190,1334587904,T. Smith,Tyler Smith,Smith,Tyler,1B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,42,123,19.0%,33.3%,47.6%,47.6%,19.0%,9.5%,9.5%,28.6%,28.6%,23.8%
190,1166430850,G. Ashe,Grayson Ashe,Ashe,Grayson,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,54,177,47.6%,40.8%,11.6%,47.6%,11.6%,24.5%,32.0%,27.9%,10.2%,5.4%
193,1202675968,P. Keighran,Patrick Keighran,Keighran,Patrick,3B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,45,155,47.6%,26.2%,26.2%,47.6%,26.2%,22.3%,28.2%,18.4%,19.4%,11.7%
194,1318694400,J. Wolf,Jeremy Wolf,Wolf,Jeremy,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,52,200,47.6%,31.1%,21.3%,47.6%,21.3%,26.8%,30.5%,17.7%,12.8%,12.2%
195,1243322112,B. Madliak,Bear Madliak,Madliak,Bear,C,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,54,165,47.5%,36.1%,16.4%,47.5%,16.4%,27.9%,31.1%,14.8%,18.0%,8.2%
196,1633168347,P. Crespo,Peter Crespo,Crespo,Peter,P,Rider University,RID,730174976,Rider,BBC,L,L,44,137,15.0%,37.5%,47.5%,47.5%,15.0%,7.5%,12.5%,20.0%,37.5%,22.5%
197,1207471872,B. Kresser,Brodie Kresser,Kresser,Brodie,SS,West Virginia University,WVU,5327,West Virginia,BBC,R,R,59,209,47.5%,35.2%,17.3%,47.5%,17.3%,27.4%,27.9%,20.1%,15.6%,8.9%
197,1732831224,B. Fraasman,Brayden Fraasman,Fraasman,Brayden,RF,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,54,215,47.5%,40.2%,12.3%,47.5%,12.3%,27.9%,30.2%,25.7%,10.6%,5.6%
199,1370253647,J. Jimenez,Jorsixt Jimenez,Jimenez,Jorsixt,RF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,48,178,47.5%,24.2%,28.3%,47.5%,28.3%,22.2%,28.3%,13.1%,16.2%,20.2%
200,1310055424,B. Benton,Braden Benton,Benton,Braden,1B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,51,145,47.4%,33.3%,19.3%,47.4%,19.3%,33.3%,24.6%,15.8%,14.0%,12.3%
200,1408080086,C. Magoulick,Charley Magoulick,Magoulick,Charley,1B,Rider University,RID,730174976,Rider,BBC,L,L,48,165,18.4%,34.2%,47.4%,47.4%,18.4%,14.5%,10.5%,17.1%,31.6%,26.3%
202,1197913856,A. Anderson,Aedan Anderson,Anderson,Aedan,CF,Xavier University,XAV,5464,Xavier,BBC,R,R,57,199,47.3%,34.7%,18.0%,47.3%,18.0%,26.7%,31.3%,18.7%,14.7%,8.7%
203,1310468353,M. Martin,Maximus Martin,Martin,Maximus,SS,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,56,206,47.3%,35.8%,16.9%,47.3%,16.9%,27.0%,30.4%,17.6%,16.2%,8.8%
204,1084564992,C. Monda,Carter Monda,Monda,Carter,CF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,48,163,47.3%,36.3%,16.5%,47.3%,16.5%,27.5%,28.6%,18.7%,14.3%,11.0%
205,1170584832,E. Vogelsong,Elijah Vogelsong,Vogelsong,Elijah,LF,Marshall University,MRSH,730333696,Marshall,BBC,L,L,59,186,18.1%,34.6%,47.2%,47.2%,18.1%,12.6%,7.1%,21.3%,33.1%,26.0%
206,1310785536,C. Nixon,Chase Nixon,Nixon,Chase,LF,University of Memphis,MEM,730172160,Memphis,BBC,L,R,54,203,13.5%,39.3%,47.2%,47.2%,13.5%,6.7%,11.7%,21.5%,33.1%,27.0%
207,1132728832,A. Paskell,Anthony Paskell,Paskell,Anthony,CF,Rider University,RID,730174976,Rider,BBC,R,R,37,141,47.2%,38.9%,13.9%,47.2%,13.9%,25.0%,30.6%,26.4%,11.1%,6.9%
207,1213485312,F. Ferrentino,Frankie Ferrentino,Ferrentino,Frankie,C,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,48,188,47.2%,29.2%,23.6%,47.2%,23.6%,29.2%,30.6%,15.3%,13.9%,11.1%
209,1195475968,M. Malony,Maddox Malony,Malony,Maddox,SS,University of Oregon,ORE,4807,Oregon,BBC,R,R,56,207,47.2%,34.3%,18.5%,47.2%,18.5%,29.2%,24.7%,21.9%,13.5%,10.7%
210,1052864533,J. Vanegas,Jesus Vanegas,Vanegas,Jesus,2B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,60,221,47.1%,37.1%,15.7%,47.1%,15.7%,18.6%,37.1%,27.1%,10.0%,7.1%
211,1320627456,J. Hall,Jude Hall,Hall,Jude,CF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,48,142,20.7%,32.2%,47.1%,47.1%,20.7%,10.3%,14.9%,23.0%,24.1%,27.6%
212,1692368056,V. Feliciano,Vicente Feliciano,Feliciano,Vicente,2B,Seattle University,SEA,4504,Seattle,BBC,L,R,49,173,19.8%,33.1%,47.1%,47.1%,19.8%,11.6%,12.4%,23.1%,26.4%,26.4%
213,1204865536,D. Baker,Dillon Baker,Baker,Dillon,SS,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,54,227,47.1%,32.6%,20.3%,47.1%,20.3%,25.0%,28.5%,22.7%,14.0%,9.9%
214,1544322135,B. Corn,Brayden Corn,Corn,Brayden,CF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,57,221,47.1%,34.7%,18.2%,47.1%,18.2%,24.7%,34.1%,20.6%,12.9%,7.6%
214,1229994703,J. Schark,Jack Schark,Schark,Jack,2B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,222,47.1%,35.3%,17.6%,47.1%,17.6%,29.4%,29.4%,17.6%,15.0%,8.6%
216,1285784320,L. Frei,Landon Frei,Frei,Landon,2B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,246,47.0%,37.5%,15.5%,47.0%,15.5%,29.8%,29.2%,20.2%,13.7%,7.1%
217,1184442368,B. Arendt,Bryan Arendt,Arendt,Bryan,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,55,183,47.0%,33.6%,19.5%,47.0%,19.5%,27.5%,27.5%,20.1%,16.1%,8.7%
217,1327587072,C. Rush,Christian Rush,Rush,Christian,RF,College of William & Mary,WM,730232064,William & Mary,BBC,R,L,56,216,47.0%,36.2%,16.8%,47.0%,16.8%,27.5%,29.5%,18.1%,15.4%,9.4%
217,1125677568,S. Greico,Sebastian Greico,Greico,Sebastian,1B,University of South Florida,USF,2292,South Florida,BBC,L,R,47,178,13.4%,39.6%,47.0%,47.0%,13.4%,4.0%,15.4%,25.5%,26.2%,28.9%
220,1227126016,A. Sullivan,Adam Sullivan,Sullivan,Adam,1B,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,R,39,144,21.9%,31.3%,46.9%,46.9%,21.9%,12.5%,21.9%,12.5%,37.5%,15.6%
220,1275103488,A. Sengenberger,Aidan Sengenberger,Sengenberger,Aidan,C,Stonehill College,SC,730238464,Stonehill,BBC,R,R,46,150,46.9%,35.9%,17.2%,46.9%,17.2%,20.3%,31.3%,23.4%,17.2%,7.8%
220,1077731072,W. Brown,Will Brown,Brown,Will,2B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,57,213,46.9%,26.6%,26.6%,46.9%,26.6%,28.1%,21.9%,15.6%,17.2%,17.2%
220,1031592629,E. Wilson,Ethan Wilson,Wilson,Ethan,CF,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,58,218,46.9%,30.6%,22.5%,46.9%,22.5%,27.5%,26.3%,17.5%,18.8%,10.0%
224,1342167225,C. Longmeier,Charlie Longmeier,Longmeier,Charlie,LF,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,52,188,21.0%,32.2%,46.9%,46.9%,21.0%,12.6%,16.1%,20.3%,28.0%,23.1%
225,1162562304,T. Barth,Tommy Barth,Barth,Tommy,LF,University of Kansas,KU,730360064,Kansas,BBC,R,L,58,203,46.8%,37.3%,15.8%,46.8%,15.8%,27.8%,31.0%,17.7%,14.6%,8.9%
226,1310536704,L. Nomura,Luke Nomura,Nomura,Luke,SS,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,245,46.8%,33.3%,19.9%,46.8%,19.9%,22.7%,30.5%,20.6%,16.3%,9.9%
227,1095627264,B. Terry,Braeden Terry,Terry,Braeden,RF,University of Washington,WASH,3110,Washington,BBC,L,L,46,151,24.2%,29.0%,46.8%,46.8%,24.2%,16.9%,12.1%,16.1%,29.8%,25.0%
