Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
1246,1310350080,K. Harrison,KaiKea Harrison,Harrison,KaiKea,SS,Tulane University,TULN,730354176,Tulane,BBC,L,R,56,217,809,46.6%,31.1%,27.1%,41.9%,43.5%,56.5%,24.8%,23.4%,51.8%,37.1%,62.9%
1247,1093162496,C. Borba,Casey Borba,Borba,Casey,3B,University of Texas,TEX,245,Texas,BBC,R,R,51,200,854,46.6%,27.6%,28.8%,43.5%,42.5%,57.5%,25.0%,22.7%,52.3%,34.2%,65.8%
1247,1028338326,J. Davis,Jared Davis,Davis,Jared,2B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,54,239,844,46.6%,26.1%,28.6%,45.3%,38.4%,61.6%,24.1%,23.1%,52.8%,35.0%,65.0%
1249,1074018173,N. Azpilcueta,Nico Azpilcueta,Azpilcueta,Nico,1B,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,52,228,803,46.6%,28.1%,30.3%,41.6%,41.4%,58.6%,29.7%,25.3%,45.0%,44.1%,55.9%
1250,1708586628,T. Yukumoto,Ty Yukumoto,Yukumoto,Ty,SS,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,51,244,952,46.6%,31.9%,28.5%,39.5%,45.2%,54.8%,22.2%,24.5%,53.3%,34.1%,65.9%
1251,1183064576,R. Ouzts,Ryan Ouzts,Ouzts,Ryan,CF,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,51,190,748,46.6%,29.6%,27.5%,42.9%,42.9%,57.1%,28.2%,23.7%,48.1%,40.2%,59.8%
1252,1333052160,G. Freeman,Gus Freeman,Freeman,Gus,1B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,282,1037,46.6%,33.7%,28.9%,37.4%,47.3%,52.7%,27.7%,22.2%,50.1%,37.4%,62.6%
1253,1254818495,L. Penfield,Landon Penfield,Penfield,Landon,3B,College of Charleston,COFC,730177792,College of Charleston,BBC,L,R,56,257,1049,46.6%,30.7%,29.9%,39.4%,44.8%,55.2%,24.4%,25.8%,49.8%,36.3%,63.7%
1254,1207923712,C. Parcell,Charlie Parcell,Parcell,Charlie,CF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,54,253,924,46.6%,27.4%,29.1%,43.5%,39.9%,60.1%,21.8%,25.6%,52.6%,32.6%,67.4%
1255,1615972193,C. Marion,Charlie Marion,Marion,Charlie,RF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,56,257,997,46.6%,26.2%,30.4%,43.4%,38.9%,61.1%,25.8%,23.6%,50.6%,37.5%,62.5%
1256,1303497984,C. Granatell,Charlie Granatell,Granatell,Charlie,LF,Elon University,ELON,730252544,Elon,BBC,R,L,55,240,933,46.6%,27.1%,27.8%,45.1%,40.3%,59.7%,27.6%,26.3%,46.1%,40.8%,59.2%
1257,1145347840,P. Santos,Pablo Santos,Santos,Pablo,3B,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,57,239,777,46.6%,26.4%,27.2%,46.4%,37.8%,62.2%,25.5%,22.7%,51.8%,36.7%,63.3%
1258,1263647744,J. Thorbahn,Jack Thorbahn,Thorbahn,Jack,1B,Stonehill College,SC,730238464,Stonehill,BBC,L,R,52,240,822,46.7%,24.8%,30.9%,44.3%,37.6%,62.4%,24.7%,24.2%,51.1%,36.6%,63.4%
1259,1857228116,J. Ward,James Ward,Ward,James,3B,Radford University,RAD,730267392,Radford,BBC,R,R,56,260,934,46.7%,34.1%,24.3%,41.6%,45.2%,54.8%,29.3%,24.4%,46.3%,40.8%,59.2%
1260,1296199682,R. Adams III,Reyfield Adams III,Adams III,Reyfield,CF,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,41,176,426,46.7%,21.2%,26.7%,52.1%,32.1%,67.9%,27.9%,18.2%,53.9%,38.2%,61.8%
1260,1310479616,T. Stecko,Ty Stecko,Stecko,Ty,3B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,184,699,46.7%,31.6%,29.4%,39.0%,45.5%,54.5%,28.0%,20.2%,51.8%,37.3%,62.7%
1260,1559255931,D. Meche,Davis Meche,Meche,Davis,3B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,R,43,149,556,46.7%,35.7%,27.6%,36.7%,50.4%,49.6%,24.5%,23.7%,51.8%,36.7%,63.3%
1260,1205967539,M. Tufts,Mac Tufts,Tufts,Mac,SS,Longwood University,LONG,730219264,Longwood,BBC,R,R,48,196,761,46.7%,27.2%,30.9%,41.9%,41.9%,58.1%,21.5%,21.9%,56.6%,32.1%,67.9%
1260,1869825908,C. Dodson,Cade Dodson,Dodson,Cade,2B,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,R,53,244,916,46.7%,22.1%,30.5%,47.5%,36.2%,63.8%,29.5%,24.4%,46.1%,40.5%,59.5%
1265,1472559528,C. Ramirez,Chris Ramirez,Ramirez,Chris,SS,California Baptist University,CBU,5091,California Baptist,BBC,R,R,57,241,929,46.7%,34.4%,30.2%,35.5%,49.1%,50.9%,26.1%,20.8%,53.1%,36.0%,64.0%
1265,1660722588,P. Brzustewicz,Parker Brzustewicz,Brzustewicz,Parker,1B,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,51,227,904,46.7%,29.7%,30.9%,39.4%,44.9%,55.1%,26.2%,23.8%,50.0%,36.5%,63.5%
1267,1304696832,T. Nunnally,Tait Nunnally,Nunnally,Tait,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,L,55,225,857,46.7%,36.1%,26.7%,37.2%,48.4%,51.6%,25.2%,22.5%,52.3%,35.4%,64.6%
1268,1213076480,M. Murphy,Mikey Murphy,Murphy,Mikey,LF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,47,197,749,46.7%,22.5%,26.3%,51.2%,35.5%,64.5%,20.4%,27.2%,52.4%,30.8%,69.2%
1269,1238242304,Z. Payne,Zandt Payne,Payne,Zandt,SS,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,44,193,668,46.7%,25.6%,31.5%,42.9%,39.6%,60.4%,20.4%,23.6%,56.0%,29.6%,70.4%
1269,1982748681,H. Travis,Harrison Travis,Travis,Harrison,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,44,185,755,46.7%,27.4%,27.4%,45.3%,37.8%,62.2%,21.2%,24.8%,54.0%,34.2%,65.8%
1271,1310898688,T. Leroy,Tyler LeRoy,Leroy,Tyler,C,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,49,163,659,46.7%,27.1%,29.6%,43.3%,41.7%,58.3%,25.6%,23.5%,50.9%,37.0%,63.0%
1272,1162062592,K. Kent,Kaeden Kent,Kent,Kaeden,SS,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,56,251,1064,46.7%,29.8%,25.8%,44.4%,40.5%,59.5%,27.7%,23.1%,49.1%,38.0%,62.0%
1273,1109524736,E. Berch,Eli Berch,Berch,Eli,C,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,52,217,814,46.7%,26.9%,29.6%,43.5%,40.4%,59.6%,19.1%,24.2%,56.6%,30.0%,70.0%
1274,1893896015,A. Ritzer,Alex Ritzer,Ritzer,Alex,2B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,47,192,734,46.7%,27.5%,32.6%,39.9%,45.3%,54.7%,24.2%,26.2%,49.6%,36.6%,63.4%
1275,1306729472,N. Barone,Nick Barone,Barone,Nick,LF,Liberty University,LIB,730156288,Liberty,BBC,R,R,55,240,835,46.7%,29.9%,28.8%,41.3%,43.6%,56.4%,27.5%,24.7%,47.8%,39.3%,60.7%
1276,1633168347,P. Crespo,Peter Crespo,Crespo,Peter,P,Rider University,RID,730174976,Rider,BBC,L,L,44,180,674,46.7%,24.3%,30.9%,44.8%,38.7%,61.3%,21.2%,20.8%,58.0%,30.0%,70.0%
1277,1099180800,J. Palmese,Jamie Palmese,Palmese,Jamie,CF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,266,1009,46.7%,30.7%,26.2%,43.1%,44.6%,55.4%,29.7%,23.0%,47.3%,41.4%,58.6%
1277,1153726208,B. Simpson,Brayden Simpson,Simpson,Brayden,3B,High Point University,HP,730321152,High Point,BBC,R,R,58,279,1066,46.7%,23.2%,29.3%,47.5%,38.2%,61.8%,24.0%,23.8%,52.2%,35.4%,64.6%
1279,1150471424,K. Dossa,Kaiden Dossa,Dossa,Kaiden,CF,Yale University,YALE,730334464,Yale,BBC,R,R,45,214,791,46.7%,32.2%,25.6%,42.3%,46.2%,53.8%,28.7%,24.2%,47.1%,40.0%,60.0%
1280,1287366144,G. Mitchell,Gable Mitchell,Mitchell,Gable,SS,University of Iowa,IOWA,1232,Iowa,BBC,L,R,56,271,1004,46.7%,32.6%,28.2%,39.2%,44.5%,55.5%,32.5%,25.9%,41.6%,46.1%,53.9%
1281,1072675317,M. Webb,Myles Webb,Webb,Myles,LF,Longwood University,LONG,730219264,Longwood,BBC,R,R,52,234,837,46.7%,28.3%,27.8%,43.9%,42.4%,57.6%,28.9%,24.7%,46.4%,39.4%,60.6%
1282,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,64,212,819,46.7%,30.9%,30.7%,38.3%,46.1%,53.9%,31.8%,22.4%,45.7%,41.8%,58.2%
1283,1342169301,C. Sheff,Cooper Sheff,Sheff,Cooper,3B,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,224,904,46.7%,26.5%,26.5%,47.1%,39.4%,60.6%,26.6%,23.5%,49.9%,38.5%,61.5%
1284,1339568350,D. Cerda,Derek Cerda,Cerda,Derek,CF,University of Kansas,KU,730360064,Kansas,BBC,R,R,50,245,995,46.7%,27.2%,26.0%,46.7%,39.8%,60.2%,27.3%,25.0%,47.7%,38.7%,61.3%
1285,1147048704,D. Germann,Davis Germann,Germann,Davis,LF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,50,238,811,46.7%,30.7%,26.7%,42.6%,41.9%,58.1%,29.9%,25.6%,44.5%,43.9%,56.1%
1286,1556185939,A. Hernandez,Alex Hernandez,Hernandez,Alex,TWP,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,59,270,1045,46.7%,28.7%,26.3%,44.9%,41.8%,58.2%,26.5%,24.1%,49.3%,39.3%,60.7%
1287,1073850880,J. Perez,Jose Perez,Perez,Jose,SS,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,S,R,48,186,684,46.7%,25.9%,26.8%,47.4%,38.4%,61.6%,25.4%,24.5%,50.2%,37.0%,63.0%
1288,1342166930,C. Niehaus,Charlie Niehaus,Niehaus,Charlie,SS,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,54,199,811,46.8%,30.1%,25.2%,44.7%,42.8%,57.2%,27.6%,25.7%,46.6%,39.2%,60.8%
1289,1402749004,R. Pruitt,Ryan Pruitt,Pruitt,Ryan,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,257,947,46.8%,31.3%,29.7%,39.0%,47.4%,52.6%,25.8%,24.9%,49.4%,37.0%,63.0%
1290,1001010929,T. Schmidt,Tate Schmidt,Schmidt,Tate,2B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,50,207,711,46.8%,22.6%,31.1%,46.3%,37.2%,62.8%,24.5%,21.6%,53.9%,34.7%,65.3%
1291,1205518848,M. Diaz,Michael Diaz,Diaz,Michael,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,52,200,834,46.8%,25.8%,30.4%,43.8%,41.1%,58.9%,23.7%,24.6%,51.7%,36.5%,63.5%
1292,1152940544,J. Willits,Jaxon Willits,Willits,Jaxon,SS,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,60,270,1161,46.8%,30.0%,29.6%,40.4%,44.0%,56.0%,23.6%,25.0%,51.4%,34.6%,65.4%
1293,1299385600,M. Colella,Matt Colella,Colella,Matt,SS,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,215,742,46.8%,35.0%,30.5%,34.5%,49.9%,50.1%,23.5%,26.1%,50.3%,35.0%,65.0%
1294,1421562378,S. Beck,Sam Beck,Beck,Sam,SS,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,42,144,554,46.8%,30.5%,29.5%,40.0%,44.6%,55.4%,22.0%,21.8%,56.1%,33.0%,67.0%
1295,1093141248,T. Rhoades,Ty Rhoades,Rhoades,Ty,3B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,60,269,979,46.8%,28.4%,30.0%,41.6%,40.8%,59.2%,18.7%,26.8%,54.5%,29.7%,70.3%
1295,1202698496,B. Lohry,Bradke Lohry,Lohry,Bradke,SS,University of South Florida,USF,2292,South Florida,BBC,R,R,55,238,959,46.8%,33.9%,28.2%,37.9%,48.1%,51.9%,24.5%,25.2%,50.3%,37.2%,62.8%
1297,1318766080,E. Schwartz,Ellis Schwartz,Schwartz,Ellis,CF,George Washington University,GW,730249216,George Washington,BBC,L,L,53,253,979,46.8%,34.7%,28.7%,36.6%,50.2%,49.8%,26.3%,23.0%,50.8%,36.8%,63.2%
1298,1336353280,C. Brueggemann,Colin Brueggemann,Brueggemann,Colin,1B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,55,242,1004,46.8%,30.7%,26.0%,43.3%,43.3%,56.7%,31.5%,23.9%,44.6%,43.6%,56.4%
1299,1167202048,D. Ayers,David Ayers,Ayers,David,CF,Butler University,BUT,730283520,Butler,BBC,L,R,49,179,708,46.8%,29.3%,23.2%,47.5%,41.1%,58.9%,22.3%,25.6%,52.1%,33.1%,66.9%
1300,1143122944,N. Romano,Nicholas Romano,Romano,Nicholas,3B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,S,R,51,215,869,46.8%,31.7%,30.4%,37.9%,47.9%,52.1%,25.2%,27.7%,47.1%,37.7%,62.3%
1301,1544331058,M. Carter,Merik Carter,Carter,Merik,2B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,R,48,219,865,46.8%,31.1%,28.9%,40.0%,43.6%,56.4%,25.7%,23.2%,51.2%,38.5%,61.5%
1302,1190604296,J. Wachs,Jason Wachs,Wachs,Jason,RF,Tulane University,TULN,730354176,Tulane,BBC,L,R,51,210,786,46.8%,31.2%,28.8%,40.0%,44.5%,55.5%,22.5%,22.5%,55.0%,34.4%,65.6%
1303,1342167905,A. Tirado,Anthony Tirado,Tirado,Anthony,CF,University of Massachusetts,MASS,5451,UMass,BBC,L,R,48,222,806,46.8%,29.0%,31.5%,39.5%,42.6%,57.4%,18.6%,22.5%,58.9%,29.1%,70.9%
1304,1142594304,H. Thomas,Hunter Thomas,Thomas,Hunter,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,53,258,891,46.8%,26.6%,27.4%,46.0%,39.6%,60.4%,25.8%,25.5%,48.7%,37.9%,62.1%
1305,1739966108,J. Alford,Jackson Alford,Alford,Jackson,LF,Elon University,ELON,730252544,Elon,BBC,R,R,57,271,1041,46.8%,26.3%,28.6%,45.1%,40.1%,59.9%,27.4%,24.2%,48.4%,40.0%,60.0%
1306,1156909056,J. Lewis,Jeriah Lewis,Lewis,Jeriah,CF,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,59,258,1021,46.9%,26.3%,28.6%,45.1%,38.2%,61.8%,22.6%,25.5%,51.9%,34.5%,65.5%
1307,1310598144,W. Edmunson,Will Edmunson,Edmunson,Will,RF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,289,1058,46.9%,28.1%,29.4%,42.5%,41.8%,58.2%,23.5%,21.4%,55.1%,33.8%,66.2%
1308,1898890507,C. Dulin,Caden Dulin,Dulin,Caden,2B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,48,218,817,46.9%,28.2%,28.6%,43.2%,42.0%,58.0%,25.3%,21.0%,53.7%,34.6%,65.4%
1309,1297491200,N. Sullivan,Noah Sullivan,Sullivan,Noah,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,59,255,1039,46.9%,30.2%,28.3%,41.5%,43.8%,56.3%,28.8%,26.5%,44.7%,41.9%,58.1%
1310,1099833856,S. White,Sam White,White,Sam,2B,West Virginia University,WVU,5327,West Virginia,BBC,L,R,51,223,753,46.9%,25.2%,30.3%,44.5%,39.9%,60.1%,24.6%,27.2%,48.2%,38.7%,61.3%
1310,1104770560,T. Mariano,Tre Mariano,Mariano,Tre,1B,University of Toledo,TOL,5388,Toledo,BBC,R,R,47,176,730,46.9%,27.2%,29.2%,43.6%,41.6%,58.4%,25.1%,23.8%,51.1%,34.8%,65.2%
1312,1942071669,C. Smith,Cole Smith,Smith,Cole,3B,Bradley University,BRAD,730253312,Bradley,BBC,R,R,50,241,846,46.9%,31.0%,27.6%,41.4%,42.9%,57.1%,23.1%,24.8%,52.1%,35.5%,64.5%
1313,1292499200,L. Carmichael,Lucas Carmichael,Carmichael,Lucas,LF,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,56,260,843,46.9%,28.0%,32.7%,39.3%,44.4%,55.6%,32.2%,24.1%,43.7%,44.3%,55.7%
1314,1689777523,C. Smith,Cayden Smith,Smith,Cayden,TWP,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,51,219,797,46.9%,28.1%,29.2%,42.6%,42.1%,57.9%,23.0%,24.3%,52.7%,34.9%,65.1%
1315,1249665393,T. Williams,Thomas Williams,Williams,Thomas,2B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,S,R,54,252,1012,46.9%,32.3%,27.2%,40.5%,45.4%,54.6%,26.9%,26.3%,46.8%,39.0%,61.0%
1316,1810144984,D. Barrett,Drey Barrett,Barrett,Drey,3B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,56,209,830,46.9%,33.5%,24.4%,42.0%,46.7%,53.3%,29.5%,25.4%,45.1%,39.7%,60.3%
1317,1301049600,C. Calabrese,Coleman Calabrese,Calabrese,Coleman,1B,James Madison University,JMU,730340096,James Madison,BBC,R,R,55,236,797,46.9%,24.1%,26.8%,49.1%,36.7%,63.3%,25.2%,22.8%,52.1%,36.5%,63.5%
1318,1861836809,T. Herb,Tyler Herb,Herb,Tyler,2B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,54,169,640,46.9%,27.4%,32.8%,39.8%,43.7%,56.3%,21.6%,24.6%,53.9%,33.0%,67.0%
1319,1310590976,W. Barron,Walker Barron,Barron,Walker,C,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,62,242,882,46.9%,29.0%,28.6%,42.4%,44.4%,55.6%,28.3%,23.8%,48.0%,39.9%,60.1%
1320,1273290496,L. Moran,Landon Moran,Moran,Landon,1B,Stetson University,STET,730261504,Stetson,BBC,L,L,56,257,998,46.9%,28.4%,31.9%,39.7%,42.8%,57.2%,28.0%,24.3%,47.7%,39.9%,60.1%
1321,1197663488,J. Harvey,Jake Harvey,Harvey,Jake,C,University of Nevada,NEV,4784,Nevada,BBC,R,R,49,218,949,46.9%,30.7%,29.6%,39.7%,45.1%,54.9%,26.1%,23.4%,50.5%,37.2%,62.8%
1322,1216708689,K. Campbell,Keaton Campbell,Campbell,Keaton,3B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,58,245,864,46.9%,31.0%,26.1%,43.0%,43.0%,57.0%,23.6%,23.6%,52.8%,34.3%,65.7%
1323,1192538624,D. Taylor,Devin Taylor,Taylor,Devin,LF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,55,269,1049,46.9%,29.9%,28.1%,42.0%,42.4%,57.6%,32.1%,25.0%,42.9%,43.2%,56.8%
1324,1182582784,T. Hillier,Three Hillier,Hillier,Three,C,High Point University,HP,730321152,High Point,BBC,L,R,54,232,866,46.9%,27.9%,27.1%,45.0%,42.0%,58.0%,27.3%,28.0%,44.7%,39.7%,60.3%
1325,1207798016,A. Lewis II,Andreaus Lewis,Lewis II,Andreaus,C,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,45,177,633,47.0%,24.3%,31.7%,43.9%,39.2%,60.8%,21.5%,25.9%,52.7%,35.0%,65.0%
1326,1197913856,A. Anderson,Aedan Anderson,Anderson,Aedan,CF,Xavier University,XAV,5464,Xavier,BBC,R,R,57,248,962,47.0%,28.9%,26.0%,45.1%,40.7%,59.3%,26.4%,22.4%,51.2%,37.1%,62.9%
1327,1162367744,T. Caraway,Trent Caraway,Caraway,Trent,3B,Oregon State University,ORST,3111,Oregon State,BBC,R,R,64,286,1087,47.0%,27.7%,27.3%,45.0%,41.0%,59.0%,27.6%,23.4%,49.0%,37.9%,62.1%
1328,1197618176,L. Stulga,Luke Stulga,Stulga,Luke,CF,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,55,221,761,47.0%,30.1%,28.1%,41.8%,44.6%,55.4%,23.6%,23.9%,52.6%,34.1%,65.9%
1329,1184455168,M. Knight,Malakhi Knight,Knight,Malakhi,CF,University of Washington,WASH,3110,Washington,BBC,R,R,50,206,794,47.0%,29.3%,27.7%,43.0%,41.9%,58.1%,24.6%,22.5%,52.9%,36.5%,63.5%
1330,1250090752,H. Katschke,Hunter Katschke,Katschke,Hunter,RF,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,50,200,762,47.0%,25.4%,28.5%,46.0%,40.9%,59.1%,20.1%,24.9%,55.0%,31.8%,68.2%
1331,1162484992,T. Hodge,Ty Hodge,Hodge,Ty,SS,UTSA,UTSA,730373120,UTSA,BBC,R,R,58,237,843,47.0%,26.9%,24.7%,48.4%,39.6%,60.4%,20.6%,23.6%,55.8%,32.3%,67.7%
1332,1314869504,B. Frye,Bradley Frye,Frye,Bradley,SS,Mercer University,MER,730240512,Mercer,BBC,R,R,59,276,962,47.0%,30.1%,27.6%,42.2%,42.9%,57.1%,25.1%,24.6%,50.3%,37.4%,62.6%
1333,1518152991,N. Kirkpatrick,Nate Kirkpatrick,Kirkpatrick,Nate,3B,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,41,157,547,47.0%,34.7%,29.4%,35.8%,47.0%,53.0%,23.4%,25.8%,50.8%,37.4%,62.6%
1334,1094749952,T. Keels,Tre Keels,Keels,Tre,CF,Longwood University,LONG,730219264,Longwood,BBC,R,R,51,237,890,47.0%,24.8%,31.5%,43.8%,41.0%,59.0%,22.0%,24.5%,53.5%,33.4%,66.6%
1335,1342167035,B. Stang,Bobby Stang,Stang,Bobby,C,University of Dayton,DAY,730194688,Dayton,BBC,R,R,48,199,775,47.0%,29.1%,31.9%,39.0%,44.3%,55.7%,24.8%,22.9%,52.3%,36.8%,63.2%
1336,1297509632,O. Pratt,Ozzie Pratt,Pratt,Ozzie,SS,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,62,279,940,47.0%,33.6%,28.1%,38.4%,49.0%,51.0%,50.6%,24.5%,24.9%,62.7%,37.3%
1337,1346659671,E. Hudgins,Eli Hudgins,Hudgins,Eli,CF,Radford University,RAD,730267392,Radford,BBC,S,R,48,200,612,47.0%,31.7%,29.0%,39.3%,46.1%,53.9%,27.3%,24.4%,48.4%,38.4%,61.6%
1338,1242499584,O. Carapellotti,Owen Carapellotti,Carapellotti,Owen,C,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,51,229,732,47.0%,33.8%,28.1%,38.1%,44.8%,55.2%,23.3%,26.9%,49.9%,35.3%,64.7%
1339,1173512704,M. Maggio,Michael Maggio,Maggio,Michael,LF,University at Albany,ALBY,730280448,Albany,BBC,R,R,47,187,656,47.0%,25.2%,28.9%,45.9%,39.0%,61.0%,40.4%,22.7%,36.9%,51.9%,48.1%
1340,1654896558,A. Stelogeannis,Aaron Stelogeannis,Stelogeannis,Aaron,CF,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,48,202,788,47.0%,26.1%,29.3%,44.5%,39.9%,60.1%,30.4%,24.2%,45.4%,43.4%,56.6%
1341,1025681362,N. Martinez,Nathan Martinez,Martinez,Nathan,SS,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,51,230,854,47.0%,31.5%,29.2%,39.3%,48.8%,51.2%,25.6%,24.7%,49.7%,38.1%,61.9%
1342,1281745664,J. Overbeek,Josh Overbeek,Overbeek,Josh,3B,University of Nebraska,NEB,4865,Nebraska,BBC,S,R,52,201,746,47.0%,29.1%,28.8%,42.1%,42.3%,57.7%,26.8%,24.3%,48.9%,39.4%,60.6%
1343,1153311232,D. Wyatt,Danny Wyatt,Wyatt,Danny,3B,UMBC,UMBC,730210304,UMBC,BBC,R,R,46,180,601,47.0%,26.6%,32.5%,40.9%,43.0%,57.0%,23.1%,24.1%,52.8%,36.2%,63.8%
1344,1296546560,D. Palmer,Dylan Palmer,Palmer,Dylan,3B,Hofstra University,HOF,730245120,Hofstra,BBC,L,R,53,248,751,47.0%,27.7%,27.6%,44.7%,41.3%,58.7%,24.6%,23.0%,52.4%,35.5%,64.5%
1345,1282331648,E. Putnam,Eli Putnam,Putnam,Eli,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,56,272,934,47.0%,32.4%,29.4%,38.2%,46.1%,53.9%,23.9%,21.5%,54.6%,33.9%,66.1%
1346,1084459776,C. Coates,Colton Coates,Coates,Colton,1B,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,56,263,1004,47.0%,29.6%,31.5%,39.0%,43.9%,56.1%,41.2%,24.2%,34.6%,53.3%,46.7%
1347,1153320704,A. Arquette,Aiva Arquette,Arquette,Aiva,SS,Oregon State University,ORST,3111,Oregon State,BBC,R,R,65,310,1214,47.0%,31.5%,29.5%,39.0%,45.5%,54.5%,29.0%,24.5%,46.5%,40.9%,59.1%
1348,1418555165,R. Beheler,Reese Beheler,Beheler,Reese,1B,Lamar University,LAM,730162432,Lamar,BBC,L,R,48,210,780,47.0%,32.6%,29.2%,38.2%,46.4%,53.6%,22.0%,23.9%,54.1%,33.9%,66.1%
1349,1253867219,M. Little,Mo Little,Little,Mo,3B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,43,159,595,47.0%,23.3%,27.7%,49.1%,38.2%,61.8%,25.0%,23.9%,51.1%,34.5%,65.5%
1350,1294953472,M. Ortega,Max Ortega,Ortega,Max,C,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,43,184,731,47.0%,28.5%,28.4%,43.1%,42.5%,57.5%,23.2%,22.9%,54.0%,33.7%,66.3%
1351,1415553116,L. Scilley,Landon Scilley,Scilley,Landon,3B,Liberty University,LIB,730156288,Liberty,BBC,R,R,56,239,940,47.0%,30.2%,27.0%,42.8%,43.4%,56.6%,29.8%,23.0%,47.2%,40.5%,59.5%
1352,1231533568,V. Cimini,Vince Cimini,Cimini,Vince,2B,Boston College,BC,227,Boston College,BBC,R,R,56,237,960,47.0%,30.3%,31.7%,37.9%,46.7%,53.3%,25.1%,24.3%,50.6%,36.6%,63.4%
1353,1238039808,J. Cook,Jake Cook,Cook,Jake,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,59,284,1083,47.0%,33.1%,28.5%,38.4%,46.2%,53.8%,27.6%,25.7%,46.7%,39.4%,60.6%
1354,1189311669,M. Zito,Michael Zito,Zito,Michael,SS,Rice University,RICE,2352,Rice,BBC,R,R,54,220,810,47.0%,30.8%,26.7%,42.5%,45.4%,54.6%,21.3%,24.7%,54.1%,34.0%,66.0%
