Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,SLAA,SL+,FrmRAA,FrmCntRAA,StrkFrmd,BallFrmd
139,1207821568,C. Stelly,Caleb Stelly,Stelly,Caleb,CF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,246,973,-9.10,93.5%,1.14,1.09,9,14
140,1208590592,M. Moise,Mac Moise,Moise,Mac,C,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,60,262,1059,-9.08,93.8%,1.11,2.16,14,17
141,1086619809,D. Wentz,Dalton Wentz,Wentz,Dalton,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,S,R,57,245,1018,-9.06,95.1%,1.16,1.14,7,10
142,1163782059,B. Fowler,Bryce Fowler,Fowler,Bryce,RF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,59,283,1063,-9.05,94.4%,1.16,1.49,7,7
143,1287366144,G. Mitchell,Gable Mitchell,Mitchell,Gable,SS,University of Iowa,IOWA,1232,Iowa,BBC,L,R,56,271,1004,-9.02,94.3%,1.16,1.42,2,12
144,1342167966,M. Galvin,Max Galvin,Galvin,Max,LF,University of Miami,MIA,236,Miami,BBC,L,L,60,255,914,-9.01,93.9%,1.16,1.16,9,10
145,1092991488,B. Compton,Brandon Compton,Compton,Brandon,LF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,59,261,1036,-8.98,95.0%,1.16,2.45,7,11
146,1259961344,C. Meglio,Charlie Meglio,Meglio,Charlie,3B,Campbell University,CAMP,730187776,Campbell,BBC,R,R,56,238,905,-8.96,93.9%,1.07,1.24,3,8
147,1142570752,E. King Jr.,Eddie King Jr.,King Jr.,Eddie,RF,University of Louisville,LOU,5467,Louisville,BBC,R,R,55,224,877,-8.96,92.7%,1.09,1.09,6,12
148,1310419200,E. Bouldin,Evan Bouldin,Bouldin,Evan,3B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,53,245,803,-8.94,91.1%,1.08,0.74,9,11
149,1236944640,A. Lodise,Alex Lodise,Lodise,Alex,SS,Florida State University,FSU,101,Florida State,BBC,R,R,58,275,1002,-8.89,90.3%,1.06,2.10,7,8
150,1162557440,L. McCollum,LeTrey McCollum,McCollum,LeTrey,CF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,54,256,997,-8.84,94.6%,1.06,1.28,10,9
151,1150231808,B. Casillas,Benny Casillas,Casillas,Benny,SS,University of Michigan,MICH,2290,Michigan,BBC,R,R,55,249,967,-8.79,95.1%,1.06,1.34,7,12
152,1156588032,J. Peyton,Jordan Peyton,Peyton,Jordan,SS,Towson University,TOWS,730318336,Towson,BBC,R,R,56,250,855,-8.62,93.4%,1.03,1.19,5,5
153,1299385600,M. Colella,Matt Colella,Colella,Matt,SS,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,215,742,-8.62,93.3%,1.07,1.36,3,11
154,1084399104,D. Curley,Dean Curley,Curley,Dean,SS,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,65,294,1195,-8.61,96.8%,1.02,1.20,11,10
155,1260772353,Z. Rose,Zion Rose,Rose,Zion,LF,University of Louisville,LOU,5467,Louisville,BBC,R,R,66,301,1085,-8.56,95.8%,1.02,0.34,10,12
156,1053576927,K. Agosto,Kelvin Agosto,Agosto,Kelvin,LF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,267,1018,-8.51,90.7%,1.01,2.13,8,13
157,1245115904,J. Crespo,Javier Crespo,Crespo,Javier,3B,Florida International University,FIU,4468,Florida International,BBC,R,R,48,186,718,-8.47,93.1%,1.01,1.67,3,8
158,1100719616,D. Bucciero,Daniel Bucciero,Bucciero,Daniel,3B,Fordham University,FOR,730324992,Fordham,BBC,R,R,58,271,1034,-8.44,94.3%,1.02,0.23,15,16
159,1238242304,Z. Payne,Zandt Payne,Payne,Zandt,SS,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,44,193,668,-8.40,93.5%,1.09,0.80,12,21
160,1188694272,G. Antillon,Gunner Antillon,Antillon,Gunner,SS,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,49,232,805,-8.38,81.1%,1.00,1.08,0,3
161,1268197376,T. Farmer IV,Tommy Farmer,Farmer IV,Tommy,LF,University of Texas,TEX,245,Texas,BBC,R,R,58,213,871,-8.35,95.4%,0.99,1.51,10,12
162,1162560000,G. Lewis Jr.,Gavin Lewis Jr.,Lewis Jr.,Gavin,SS,UAB,UAB,730345984,UAB,BBC,R,R,52,223,833,-8.33,94.5%,1.02,2.38,9,13
163,1942071669,C. Smith,Cole Smith,Smith,Cole,3B,Bradley University,BRAD,730253312,Bradley,BBC,R,R,50,241,846,-8.27,93.2%,0.99,1.39,6,9
164,1303793152,A. Ulloa,Alex Ulloa,Ulloa,Alex,SS,Florida International University,FIU,4468,Florida International,BBC,R,R,58,262,886,-8.26,91.5%,0.99,0.86,6,9
165,1287362304,K. Amundson,Kaden Amundson,Amundson,Kaden,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,48,169,609,-8.25,90.9%,1.02,0.85,5,11
166,1304812032,G. Camacho,Gabe Camacho,Camacho,Gabe,1B,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,45,212,809,-8.25,93.1%,1.06,1.30,1,9
167,1336577280,C. Hacopian,Christopher Hacopian,Hacopian,Christopher,SS,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,52,249,918,-8.25,94.1%,1.00,0.87,4,7
168,1099188480,S. King,Skylar King,King,Skylar,CF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,59,258,923,-8.23,94.2%,1.06,2.02,7,13
169,1279326208,T. Doucette,Ty Doucette,Doucette,Ty,1B,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,57,276,959,-8.20,91.4%,1.06,2.03,7,5
170,1237355776,J. Hogue,Josh Hogue,Hogue,Josh,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,55,248,845,-8.20,92.8%,1.06,1.48,3,3
171,1162532096,T. Lopez,Tracer Lopez,Lopez,Tracer,2B,Texas Tech University,TTU,2350,Texas Tech,BBC,L,R,53,243,865,-8.14,91.6%,1.05,1.72,7,7
172,1193086391,W. Moore,Will Moore,Moore,Will,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,44,188,730,-8.10,94.8%,1.04,0.76,8,13
173,1162503168,J. Tobias,Jacob Tobias,Tobias,Jacob,1B,Arizona State University,ASU,5035,Arizona State,BBC,L,R,60,276,1017,-8.03,94.8%,1.03,1.17,6,7
174,1190090496,W. Baumhofer,Will Baumhofer,Baumhofer,Will,RF,College of Charleston,COFC,730177792,College of Charleston,BBC,L,R,59,262,1017,-8.03,95.2%,1.03,2.56,10,13
175,1307928832,D. McCann,David McCann,McCann,David,C,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,52,194,762,-7.97,94.1%,1.02,1.61,6,10
176,1099180800,J. Palmese,Jamie Palmese,Palmese,Jamie,CF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,266,1009,-7.94,95.5%,0.95,3.17,8,15
177,1195406592,B. Heckelman,Brian Heckelman,Heckelman,Brian,C,Towson University,TOWS,730318336,Towson,BBC,R,R,53,200,753,-7.94,94.0%,0.96,0.96,4,7
178,1202704384,N. Rodriguez,Nick Rodriguez,Rodriguez,Nick,2B,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,266,978,-7.89,91.2%,1.02,0.93,3,9
179,1145347840,P. Santos,Pablo Santos,Santos,Pablo,3B,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,57,239,777,-7.87,92.7%,0.97,0.76,4,7
180,1274288640,V. Lackey,Vahn Lackey,Lackey,Vahn,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,266,975,-7.85,96.5%,0.95,0.40,16,17
181,1227132160,J. Perez,Jhonkeanu Perez,Perez,Jhonkeanu,LF,Radford University,RAD,730267392,Radford,BBC,L,L,53,256,891,-7.85,94.4%,1.01,1.03,6,12
182,1281620736,C. Reeder,Canon Reeder,Reeder,Canon,CF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,55,228,874,-7.84,95.2%,0.96,1.24,3,11
183,1297587968,J. West,Jaxson West,West,Jaxson,C,Florida State University,FSU,101,Florida State,BBC,L,R,46,188,710,-7.83,93.8%,1.01,1.77,7,8
184,1111880448,W. Bermudez,Will Bermudez,Bermudez,Will,2B,UC Irvine,UCI,3031,UC Irvine,BBC,S,R,57,271,1076,-7.82,93.8%,1.01,0.09,6,10
185,1191743488,L. Hughes,Logan Hughes,Hughes,Logan,LF,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,52,246,866,-7.81,94.5%,1.01,1.21,7,10
186,1206686464,C. Torres,Cooper Torres,Torres,Cooper,2B,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,268,1008,-7.75,95.4%,0.94,1.83,15,16
187,1105510913,D. Smaldino,Dominic Smaldino,Smaldino,Dominic,1B,University of California,CAL,730152448,California,BBC,R,R,55,235,957,-7.74,95.0%,0.95,1.10,11,9
188,1263747328,B. Kleiman,Brendan Kleiman,Kleiman,Brendan,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,195,747,-7.72,92.3%,0.94,0.56,5,8
189,1207513600,B. Durbin,Beau Durbin,Durbin,Beau,2B,Bradley University,BRAD,730253312,Bradley,BBC,L,R,47,208,721,-7.71,91.8%,0.99,1.43,4,8
190,1226692352,D. Obee,Devin Obee,Obee,Devin,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,57,189,771,-7.60,92.9%,0.93,2.24,6,9
191,1281390848,J. Zimbardo,Jared Zimbardo,Zimbardo,Jared,CF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,42,192,779,-7.59,94.8%,0.91,1.00,7,10
192,1152961280,E. Talt,Easton Talt,Talt,Easton,RF,Oregon State University,ORST,3111,Oregon State,BBC,L,R,64,284,1240,-7.56,97.0%,0.97,0.48,15,27
193,1084685312,J. Melendez,Jayden Melendez,Melendez,Jayden,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,54,237,963,-7.56,95.6%,0.88,-0.31,5,14
194,1252632576,M. Handron,Max Handron,Handron,Max,3B,University of California,CAL,730152448,California,BBC,L,R,47,175,686,-7.52,93.0%,0.97,0.67,7,8
195,1333052160,G. Freeman,Gus Freeman,Freeman,Gus,1B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,282,1037,-7.51,94.3%,0.89,0.88,8,8
196,1083614720,C. Jans,Chase Jans,Jans,Chase,LF,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,39,168,546,-7.49,84.6%,0.89,1.28,4,2
197,1309417216,G. Royer,Gianni Royer,Royer,Gianni,CF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,53,238,889,-7.42,92.0%,0.90,0.77,3,7
198,1771372567,R. Rigdon,Rustan Rigdon,Rigdon,Rustan,LF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,S,R,53,217,946,-7.41,95.7%,0.96,3.02,6,15
199,1111645441,L. Anderson,Luke Anderson,Anderson,Luke,LF,Brigham Young University,BYU,730257152,BYU,BBC,R,R,55,264,1038,-7.40,95.4%,0.89,0.26,8,10
200,1162062592,K. Kent,Kaeden Kent,Kent,Kaeden,SS,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,56,251,1064,-7.39,95.8%,0.95,1.29,8,11
201,1093138944,C. Campbell,Cason Campbell,Campbell,Cason,2B,Arkansas State University,ARST,730290176,Arkansas State,BBC,L,R,45,179,704,-7.36,93.9%,0.95,1.53,8,14
202,1143043841,T. Lipsey,Trey Lipsey,Lipsey,Trey,RF,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,50,242,952,-7.35,96.4%,0.95,0.30,7,11
203,1330954240,R. Cooney,Ryan Cooney,Cooney,Ryan,2B,University of Oregon,ORE,4807,Oregon,BBC,R,R,57,234,856,-7.33,95.6%,0.90,1.10,5,5
204,1182843904,D. Johnson,Davis Johnson,Johnson,Davis,C,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,40,169,673,-7.29,93.8%,0.94,1.31,2,8
205,1102646272,P. Roche,Patrick Roche,Roche,Patrick,3B,Boston College,BC,227,Boston College,BBC,R,R,57,256,978,-7.25,95.7%,0.86,1.14,9,14
206,1109746176,D. Hellman,Dominic Hellman,Hellman,Dominic,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,48,223,792,-7.16,94.1%,0.89,1.44,3,8
207,1237557163,K. Scobey,KJ Scobey,Scobey,KJ,3B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,56,221,788,-7.16,92.6%,0.85,1.21,4,7
208,1342169199,R. Rispoli,Rob Rispoli,Rispoli,Robert,SS,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,57,281,1183,-7.15,97.3%,0.83,3.27,13,12
209,1243869440,N. Wilson,Nolan Wilson,Wilson,Nolan,C,Marshall University,MRSH,730333696,Marshall,BBC,R,R,52,201,659,-7.10,90.8%,0.87,1.12,5,10
210,1204866561,K. Durschlag,Konni Durschlag,Durschlag,Konni,CF,High Point University,HP,730321152,High Point,BBC,R,R,56,283,1106,-7.07,96.6%,0.86,1.16,15,12
211,1294966272,A. Silva,Anthony Silva,Silva,Anthony,SS,Texas Christian University,TCU,5045,TCU,BBC,R,R,58,243,885,-7.04,95.6%,0.84,0.90,9,11
212,1290121472,E. Hacopian,Eddie Hacopian,Hacopian,Eddie,3B,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,56,285,1142,-6.99,96.6%,0.88,0.48,6,12
213,1295264227,G. Olson,Griffin Olson,Olson,Griffin,3B,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,52,238,941,-6.95,93.3%,0.89,0.32,7,12
214,1278153216,B. Wilmes,Ben Wilmes,Wilmes,Ben,LF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,52,234,935,-6.92,96.6%,0.82,0.93,6,16
215,1143041024,V. Fattore,Vincent Fattore,Fattore,Vincent,RF,Elon University,ELON,730252544,Elon,BBC,R,R,51,196,728,-6.86,94.7%,0.81,1.09,4,8
216,1092700416,L. Godsey,Landon Godsey,Godsey,Landon,1B,Belmont University,BEL,730190336,Belmont,BBC,R,R,60,263,924,-6.82,92.7%,0.78,0.05,8,7
217,1109527552,N. Monistere,Nick Monistere,Monistere,Nick,2B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,63,300,1056,-6.80,95.0%,0.83,1.15,8,11
218,1202726656,J. Lane,Jonathan Lane,Lane,Jonathan,2B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,55,240,844,-6.78,88.3%,0.81,0.61,3,5
219,1500574460,B. Ballinger,Brady Ballinger,Ballinger,Brady,1B,University of Kansas,KU,730360064,Kansas,BBC,L,L,58,289,1200,-6.77,96.4%,0.88,1.37,7,10
220,1196785152,J. Torres,Jason Torres,Torres,Jason,3B,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,260,1064,-6.77,95.9%,0.79,0.52,10,6
221,1245915136,T. Minick,Tyler Minick,Minick,Tyler,3B,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,54,252,908,-6.76,94.3%,0.79,0.71,10,11
222,1155635456,W. Weber,Wilson Weber,Weber,Wilson,C,Oregon State University,ORST,3111,Oregon State,BBC,R,R,63,264,1067,-6.75,96.1%,0.81,0.87,8,5
223,1410657329,K. Thompson,Kyeler Thompson,Thompson,Kyeler,CF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,49,229,918,-6.71,96.0%,0.79,2.06,4,11
224,1311954432,W. Aloy,Wehiwa Aloy,Aloy,Wehiwa,SS,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,65,311,1327,-6.70,97.1%,0.81,0.78,8,10
225,1310847488,E. Appelwick,Evan Appelwick,Appelwick,Evan,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,58,276,1112,-6.68,96.3%,0.78,2.51,18,18
226,1342170433,C. Burdette,Clay Burdette,Burdette,Clay,RF,Xavier University,XAV,5464,Xavier,BBC,R,R,56,243,864,-6.67,94.0%,0.79,1.74,4,6
227,1234004480,T. Bishop,Tyler Bishop,Bishop,Tyler,1B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,50,229,849,-6.66,94.5%,0.79,0.73,11,13
228,1166283008,M. Quatrani,Mark Quatrani,Quatrani,Mark,C,Cornell University,COR,730298624,Cornell,BBC,R,R,34,163,612,-6.64,90.9%,0.79,1.43,3,10
229,1342170302,C. Sullivan,Case Sullivan,Sullivan,Case,SS,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,50,211,829,-6.62,94.9%,0.77,0.50,6,10
230,1340693760,P. Bouck,Parks Bouck,Bouck,Parks,LF,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,48,225,873,-6.61,94.5%,0.80,1.15,4,8
231,1293479424,T. Thompson-Allen,Terrick Thompson-Allen,Thompson-Allen,Terrick,CF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,54,218,774,-6.59,91.2%,0.78,1.34,5,6
232,1123647744,A. Ciufo,Andrew Ciufo,Ciufo,Andrew,SS,Clemson University,CLEM,730358784,Clemson,BBC,R,R,60,244,897,-6.57,95.7%,0.79,1.82,4,4
233,1109524736,E. Berch,Eli Berch,Berch,Eli,C,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,52,217,814,-6.57,93.8%,0.78,0.92,3,9
234,1667966816,B. Thompson,Brock Thompson,Thompson,Brock,2B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,49,186,775,-6.51,95.9%,0.84,1.30,7,10
235,1245115136,D. Johnson,Dylan Johnson,Johnson,Dylan,C,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,59,257,987,-6.49,95.6%,0.75,0.98,7,13
236,1297521920,M. Sprockett,Michael Sprockett,Sprockett,Michael,C,Belmont University,BEL,730190336,Belmont,BBC,L,R,53,216,748,-6.49,90.1%,0.84,0.44,3,5
237,1167270144,J. Taussig,James Taussig,Taussig,James,RF,UTSA,UTSA,730373120,UTSA,BBC,L,R,54,239,895,-6.46,94.5%,0.83,0.62,4,9
238,1263372544,L. Arnold,Luke Arnold,Arnold,Luke,SS,Wright State University,WRST,5390,Wright State,BBC,R,R,58,245,892,-6.45,92.9%,0.78,0.97,5,7
239,1085400064,R. Sprock,Ryan Sprock,Sprock,Ryan,TWP,Elon University,ELON,730252544,Elon,BBC,R,R,57,263,1007,-6.44,95.6%,0.76,0.19,12,12
240,1158010112,S. Biller,Sam Biller,Biller,Sam,LF,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,58,249,921,-6.29,95.2%,0.81,1.33,14,12
241,1195475968,M. Malony,Maddox Malony,Malony,Maddox,SS,University of Oregon,ORE,4807,Oregon,BBC,R,R,56,246,894,-6.24,94.6%,0.74,0.77,7,4
242,1297509632,O. Pratt,Ozzie Pratt,Pratt,Ozzie,SS,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,62,279,940,-6.22,94.0%,0.75,1.47,13,9
243,1616187675,T. Davis,Tague Davis,Davis,Tague,TWP,University of Louisville,LOU,5467,Louisville,BBC,L,L,64,264,1001,-6.20,95.3%,0.80,2.11,12,8
244,1271007232,E. Frey,Ethan Frey,Frey,Ethan,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,61,212,932,-6.18,97.4%,0.72,0.71,15,17
245,1120324096,A. Zarlingo,Anthony Zarlingo,Zarlingo,Anthony,CF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,S,R,56,278,1135,-6.17,96.7%,0.80,1.47,12,10
246,1093164288,M. Rosales,Marcos Rosales,Rosales,Marcos,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,214,776,-6.16,95.3%,0.76,1.02,6,10
247,1273283840,D. Fabian,Deric Fabian,Fabian,Deric,SS,Auburn University,AUB,5466,Auburn,BBC,R,R,59,236,893,-6.14,96.0%,0.69,1.10,14,13
248,1305531530,T. Gambill,Trey Gambill,Gambill,Trey,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,56,245,1018,-6.10,96.8%,0.79,3.37,14,14
249,1294963456,L. Heyman,Luke Heyman,Heyman,Luke,C,University of Florida,FLA,730168320,Florida,BBC,R,R,49,204,764,-6.07,94.1%,0.72,0.56,3,9
250,1195528019,B. Miller,Brady Miller,Miller,Brady,2B,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,50,218,791,-6.06,94.5%,0.72,0.94,6,5
251,1829147418,D. Cardenas,Diego Cardenas,Cardenas,Diego,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,54,251,967,-6.06,93.8%,0.78,0.94,11,12
252,1402749004,R. Pruitt,Ryan Pruitt,Pruitt,Ryan,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,257,947,-6.04,95.7%,0.78,1.22,7,7
253,1297498880,J. Orr,Jacob Orr,Orr,Jacob,LF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,52,229,764,-6.02,94.3%,0.71,0.08,4,9
254,1142738944,J. Walsh,Jacob Walsh,Walsh,Jacob,1B,University of Oregon,ORE,4807,Oregon,BBC,L,L,58,276,1071,-5.98,95.9%,0.77,1.20,10,12
255,1556185939,A. Hernandez,Alex Hernandez,Hernandez,Alex,TWP,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,59,270,1045,-5.97,96.8%,0.74,0.66,11,14
256,1302717816,L. Hairston,Landon Hairston,Hairston,Landon,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,53,238,890,-5.94,95.9%,0.76,1.20,7,12
257,1256135445,R. Nelson,Riley Nelson,Nelson,Riley,1B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,60,262,1036,-5.93,96.9%,0.76,0.47,6,13
258,1179407872,B. Barton,Blake Barton,Barton,Blake,LF,Belmont University,BEL,730190336,Belmont,BBC,R,R,60,261,958,-5.89,95.5%,0.71,1.51,17,10
259,1160633344,B. White,Brayden White,White,Brayden,C,University of Toledo,TOL,5388,Toledo,BBC,R,R,53,203,778,-5.88,94.3%,0.71,1.37,10,14
260,1131573504,T. Rollauer,Thomas Rollauer,Rollauer,Thomas,RF,The Citadel,CIT,730366720,The Citadel,BBC,R,R,56,231,837,-5.87,96.1%,0.78,1.44,8,17
261,1232301313,J. Torres,Jose Torres,Torres,Jose,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,204,762,-5.86,93.8%,0.74,0.90,8,8
262,1279363072,B. Brown,Blake Brown,Brown,Blake,3B,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,55,243,955,-5.86,92.8%,0.70,1.22,3,6
263,1192517376,M. Miesse,Maddox Miesse,Miesse,Maddox,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,45,189,771,-5.80,96.0%,0.67,1.82,5,15
264,1309420032,E. Mendoza,Ethan Mendoza,Mendoza,Ethan,2B,University of Texas,TEX,245,Texas,BBC,R,R,56,268,1153,-5.80,98.0%,0.72,1.09,13,14
265,1088448768,M. Dobie,Mason Dobie,Dobie,Mason,1B,University of Dayton,DAY,730194688,Dayton,BBC,L,R,57,256,895,-5.79,94.5%,0.74,0.63,8,6
266,1092663040,C. Bergman,Carter Bergman,Bergman,Carter,C,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,48,194,748,-5.78,94.3%,0.70,0.29,3,6
267,1310313472,J. carpenter,Jesiah Carpenter,carpenter,Jesiah,CF,UMBC,UMBC,730210304,UMBC,BBC,R,R,46,209,731,-5.76,92.9%,0.70,2.58,6,6
268,1888313665,K. Lodise,Kyle Lodise,Lodise,Kyle,SS,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,55,266,1036,-5.75,97.4%,0.73,0.80,14,13
269,1257459456,C. Mora,Chase Mora,Mora,Chase,3B,Texas State University,TXST,5420,Texas State,BBC,R,R,58,261,1001,-5.72,96.2%,0.71,1.12,8,12
270,1166430850,G. Ashe,Grayson Ashe,Ashe,Grayson,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,54,217,858,-5.72,96.8%,0.68,1.70,6,5
271,1306772736,N. Spaventa,Nick Spaventa,Spaventa,Nick,1B,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,40,184,700,-5.69,95.0%,0.67,1.09,4,11
272,1242499584,O. Carapellotti,Owen Carapellotti,Carapellotti,Owen,C,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,51,229,732,-5.67,87.6%,0.73,1.34,4,5
273,1313501184,L. Jenkins,Leighton Jenkins,Jenkins,Leighton,SS,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,55,216,809,-5.66,88.4%,0.70,0.62,0,2
274,1713280773,X. Perez,Xavier Perez,Perez,Xavier,RF,University of Houston,HOU,3030,Houston,BBC,R,R,52,222,880,-5.64,94.8%,0.68,1.36,5,8
275,1174785792,A. Aroz,Anson Aroz,Aroz,Anson,LF,University of Oregon,ORE,4807,Oregon,BBC,S,R,57,257,1000,-5.60,95.4%,0.70,0.97,7,8
276,1093956096,C. Parker,Caden Parker,Parker,Caden,RF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,43,182,683,-5.57,86.9%,0.67,1.33,0,3
277,1625677173,C. Martin,Cade Martin,Martin,Cade,C,Little Rock,UALR,730217472,Little Rock,BBC,R,R,50,197,746,-5.56,89.4%,0.64,0.64,4,7
278,1348018397,J. Hauge,Jackson Hauge,Hauge,Jackson,RF,University of Kansas,KU,730360064,Kansas,BBC,R,R,59,278,1073,-5.54,95.9%,0.65,0.57,7,11
279,1171615232,J. Berg,Jake Berg,Berg,Jake,C,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,52,237,886,-5.50,95.1%,0.71,0.48,4,8
280,1281951232,S. Dardar,Seth Dardar,Dardar,Seth,1B,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,50,219,774,-5.49,94.3%,0.71,0.11,9,8
281,1251440128,T. Batusich,Ty Batusich,Batusich,Ty,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,58,277,1061,-5.49,95.9%,0.70,1.94,7,13
282,1727649062,T. Marthilijohni,Ty Marthilijohni,Marthilijohni,Ty,C,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,45,173,620,-5.44,90.2%,0.64,1.05,5,6
283,1263466240,S. Warfield,Spencer Warfield,Warfield,Spencer,CF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,48,180,745,-5.43,95.7%,0.63,0.68,6,9
284,1342169853,S. Campbell,Scott Campbell,Campbell,Scott,RF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,55,234,809,-5.41,94.6%,0.62,0.66,11,8
285,1310338817,C. Peebles,Cannon Peebles,Peebles,Cannon,C,University of Tennessee,TENN,730153728,Tennessee,BBC,S,R,52,203,773,-5.39,95.4%,0.69,0.82,4,7
286,1329199896,M. DAlessandro,Max DAlessandro,DAlessandro,Max,LF,Towson University,TOWS,730318336,Towson,BBC,R,R,48,196,671,-5.37,93.2%,0.64,0.70,4,7
287,1132702208,B. Smith,Boston Smith,Smith,Boston,C,Wright State University,WRST,5390,Wright State,BBC,L,R,59,282,1119,-5.36,95.3%,0.69,0.89,12,14
288,1264006656,B. Counsell,Brady Counsell,Counsell,Brady,LF,University of Kansas,KU,730360064,Kansas,BBC,R,R,60,271,1079,-5.32,96.6%,0.62,0.91,6,10
