Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing%,Miss%,Contact%,Strike%,InPlay%,Foul%,InZone%,Chase%,CallStrk%,SwStrk%,P/PA,MxPPA,CompLoc%,NonCompLoc%
639,1854114097,M. Fleck,Maddux Fleck,Fleck,Maddux,SS,James Madison University,JMU,730340096,James Madison,BBC,S,R,44,169,726,33.3%,10.3%,89.7%,57.9%,46.7%,43.0%,44.5%,14.9%,36.9%,3.4%,4.30,9,79.0%,21.0%
640,1157547264,C. Quagliano,Coltin Quagliano,Quagliano,Coltin,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,51,201,721,47.3%,22.3%,77.7%,63.4%,44.3%,33.4%,44.5%,31.2%,30.5%,10.5%,3.59,9,78.1%,21.9%
641,1236374272,P. Myro IV,Paul Myro IV,Myro IV,Paul,SS,UNLV,UNLV,730161664,UNLV,BBC,S,R,43,159,690,32.0%,22.6%,77.4%,53.6%,38.0%,39.4%,44.5%,12.7%,31.8%,7.2%,4.34,9,77.0%,23.0%
642,1133096192,A. Choi,Albert Choi,Choi,Albert,LF,Purdue University,PUR,730353152,Purdue,BBC,R,R,51,200,730,43.4%,19.9%,80.1%,60.8%,41.3%,38.8%,44.5%,28.5%,29.3%,8.6%,3.65,9,76.1%,23.9%
643,1243695361,M. Flaherty,Matt Flaherty,Flaherty,Matt,C,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,42,166,642,52.2%,27.8%,72.2%,66.5%,33.7%,38.5%,44.5%,33.1%,30.0%,14.5%,3.87,9,76.6%,23.4%
644,1143035136,J. Butler,Jake Butler,Butler,Jake,3B,George Mason University,GMU,730265088,George Mason,BBC,R,R,61,290,976,45.1%,16.4%,83.6%,59.7%,48.6%,35.0%,44.5%,25.2%,26.4%,7.4%,3.37,9,78.5%,21.5%
644,1264003584,D. Novak,David Novak,Novak,David,C,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,57,266,987,48.2%,21.0%,79.0%,61.4%,40.1%,38.9%,44.5%,28.0%,25.4%,10.1%,3.71,9,74.9%,25.1%
646,1770120373,T. Marsh,Tatum Marsh,Marsh,Tatum,LF,Stanford University,STAN,730251264,Stanford,BBC,R,R,50,212,801,42.9%,14.8%,85.2%,62.5%,45.9%,39.2%,44.5%,22.8%,34.2%,6.4%,3.78,8,77.9%,22.1%
647,1297349376,L. Sauve,Logan Sauve,Sauve,Logan,C,West Virginia University,WVU,5327,West Virginia,BBC,R,R,54,247,972,39.2%,18.6%,81.4%,58.4%,45.4%,36.0%,44.5%,19.7%,31.2%,7.3%,3.94,12,77.9%,22.1%
648,1769279232,B. Terrell,Bub Terrell,Terrell,Bub,LF,Auburn University,AUB,5466,Auburn,BBC,L,L,56,231,858,47.1%,23.5%,76.5%,63.2%,39.6%,36.9%,44.5%,31.3%,30.0%,11.1%,3.71,10,77.5%,22.5%
649,1310584064,M. Serna,Mateo Serna,Serna,Mateo,C,University of Missouri,MIZZ,4806,Missouri,BBC,S,R,51,209,845,44.3%,35.6%,64.4%,60.9%,31.6%,32.9%,44.5%,29.5%,29.9%,15.7%,4.04,9,80.8%,19.2%
650,1356952261,E. Esquivel,Eddison Esquivel,Esquivel,Eddison,P,University of San Francisco,SF,730365696,San Francisco,BBC,L,L,47,182,654,50.6%,31.4%,68.6%,64.5%,36.0%,32.6%,44.5%,27.8%,26.3%,15.9%,3.59,9,77.3%,22.7%
651,1360077437,N. Arias,Nick Arias,Arias,Nick,SS,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,50,226,901,34.6%,17.6%,82.4%,58.9%,48.7%,33.7%,44.5%,16.9%,37.2%,6.1%,3.99,9,78.9%,21.1%
652,1279313920,L. Elmore,Luke Elmore,Elmore,Luke,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,50,202,719,45.8%,24.3%,75.7%,61.5%,43.8%,31.9%,44.5%,27.6%,29.0%,11.1%,3.56,8,74.7%,25.3%
653,1416286793,N. McClure,Norris McClure,McClure,Norris,3B,UTSA,UTSA,730373120,UTSA,BBC,L,R,57,248,837,48.6%,25.3%,74.7%,62.1%,43.0%,31.7%,44.5%,28.9%,26.3%,12.3%,3.38,11,77.4%,22.6%
654,1197247744,N. Libed,Nico Libed,Libed,Nico,LF,University of San Diego,USD,5320,San Diego,BBC,R,R,45,158,637,31.6%,16.4%,83.6%,57.1%,50.7%,32.8%,44.5%,15.2%,37.2%,5.2%,4.03,9,78.4%,21.6%
655,1626754400,J. Murphy,James Murphy,Murphy,James,SS,High Point University,HP,730321152,High Point,BBC,R,R,54,241,861,40.3%,26.5%,73.5%,56.0%,38.3%,35.2%,44.5%,18.0%,26.3%,10.7%,3.57,8,75.4%,24.6%
656,1130203648,J. Zamora,Joseph Zamora,Zamora,Joseph,2B,Appalachian State University,APP,730240256,Appalachian State,BBC,S,R,52,244,850,47.2%,16.0%,84.0%,58.9%,46.1%,37.9%,44.5%,23.0%,22.1%,7.5%,3.48,11,78.6%,21.4%
657,1332977408,D. Mihos,Dean Mihos,Mihos,Dean,CF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,52,225,789,45.0%,22.0%,78.0%,63.5%,43.4%,34.6%,44.5%,29.4%,33.6%,9.9%,3.51,8,79.6%,20.4%
658,1257331968,L. Leto,Luke Leto,Leto,Luke,CF,University of Toledo,TOL,5388,Toledo,BBC,L,R,60,245,932,42.4%,28.1%,71.9%,60.0%,37.7%,34.2%,44.5%,23.5%,30.5%,11.9%,3.80,9,79.7%,20.3%
659,1078107136,A. Neaves,Avery Neaves,Neaves,Avery,LF,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,59,275,1163,37.7%,29.5%,70.5%,55.9%,33.1%,37.4%,44.5%,16.2%,29.2%,11.1%,4.23,9,77.8%,22.2%
660,1232301313,J. Torres,Jose Torres,Torres,Jose,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,204,762,52.2%,20.9%,79.1%,66.5%,37.4%,41.7%,44.5%,37.4%,29.9%,10.9%,3.74,10,78.1%,21.9%
661,1679314314,K. Decelle,Kenny Decelle,Decelle,Kenny,CF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,55,245,962,45.0%,16.9%,83.1%,62.5%,41.1%,42.0%,44.5%,25.1%,31.1%,7.6%,3.93,10,75.2%,24.8%
662,1342170294,A. Roellig,Austen Roellig,Roellig,Austen,3B,University of Utah,UTAH,730328320,Utah,BBC,R,R,50,230,754,49.2%,11.3%,88.7%,65.4%,50.4%,38.3%,44.5%,29.3%,30.9%,5.6%,3.28,9,80.5%,19.5%
663,1114211072,C. Konczak,Caden Konczak,Konczak,Caden,RF,University of Toledo,TOL,5388,Toledo,BBC,L,R,60,282,959,43.7%,15.8%,84.2%,57.5%,48.2%,36.0%,44.5%,22.6%,24.4%,6.9%,3.40,9,78.4%,21.6%
664,1085403392,D. Krupinski,Dom Krupinski,Krupinski,Dom,3B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,58,267,1105,35.6%,23.4%,76.6%,57.2%,39.4%,37.2%,44.5%,19.7%,33.6%,8.3%,4.14,11,77.4%,22.6%
665,1162600704,B. Perreira,Brock Perreira,Perreira,Brock,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,54,222,882,36.5%,14.9%,85.1%,60.3%,44.4%,40.7%,44.5%,21.5%,37.4%,5.4%,3.97,10,75.8%,24.2%
665,1212541863,M. Garcia,Mateo Garcia,Garcia,Mateo,LF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,49,218,819,37.4%,16.0%,84.0%,57.3%,43.8%,40.2%,44.5%,17.9%,31.7%,6.0%,3.76,8,79.2%,20.8%
667,1667966816,B. Thompson,Brock Thompson,Thompson,Brock,2B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,49,186,775,36.4%,29.1%,70.9%,58.1%,36.2%,34.8%,44.5%,23.0%,34.1%,10.6%,4.17,10,77.1%,22.9%
668,1174781440,C. Koniarsky,Cole Koniarsky,Koniarsky,Cole,RF,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,238,897,42.0%,16.4%,83.6%,61.6%,49.1%,34.5%,44.5%,24.2%,32.8%,6.9%,3.77,9,74.5%,25.5%
669,1249585136,A. Detlefsen,Andrew Detlefsen,Detlefsen,Andrew,LF,UTSA,UTSA,730373120,UTSA,BBC,R,R,60,275,1022,44.8%,27.3%,72.7%,60.4%,38.9%,33.8%,44.6%,23.8%,28.2%,12.2%,3.72,10,75.0%,25.0%
670,1202704384,N. Rodriguez,Nick Rodriguez,Rodriguez,Nick,2B,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,266,978,47.6%,18.7%,81.3%,58.9%,42.1%,39.3%,44.6%,28.1%,20.1%,8.9%,3.68,9,78.4%,21.6%
671,1361255396,S. Darnell,Sean Darnell,Darnell,Sean,2B,Troy University,TROY,730378496,Troy,BBC,L,R,60,286,1099,41.0%,20.6%,79.4%,61.0%,43.7%,35.7%,44.6%,24.8%,33.4%,8.5%,3.84,13,79.9%,20.1%
672,1272927744,K. Walker,Kyle Walker,Walker,Kyle,2B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,56,265,862,42.5%,15.6%,84.4%,57.3%,53.6%,30.9%,44.6%,22.4%,25.8%,6.6%,3.25,11,77.4%,22.6%
673,1294959104,S. Robinson,Shai Robinson,Robinson,Shai,SS,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,54,260,981,37.4%,26.2%,73.8%,56.0%,45.5%,28.3%,44.6%,16.1%,29.5%,9.8%,3.77,9,75.4%,24.6%
674,1088451584,A. DePino,Anthony DePino,DePino,Anthony,3B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,58,299,1170,37.6%,21.8%,78.2%,53.8%,42.3%,35.9%,44.6%,17.7%,25.9%,8.2%,3.91,10,76.0%,24.0%
675,1229994703,J. Schark,Jack Schark,Schark,Jack,2B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,261,936,40.6%,15.3%,84.7%,60.0%,50.0%,34.7%,44.6%,21.7%,32.5%,6.2%,3.59,9,72.8%,27.2%
676,1307928448,C. Miller,Caden Miller,Miller,Caden,1B,UTSA,UTSA,730373120,UTSA,BBC,L,R,59,257,1027,34.1%,21.1%,78.9%,54.9%,41.1%,37.7%,44.6%,14.5%,31.5%,7.2%,4.00,10,80.1%,19.9%
677,1162433792,O. McElfatrick,Owen McElfatrick,McElfatrick,Owen,3B,Northwestern University,NW,730247680,Northwestern,BBC,R,R,51,229,894,42.2%,22.8%,77.2%,60.4%,40.1%,37.1%,44.6%,26.5%,31.5%,9.6%,3.90,10,77.9%,22.1%
678,1310395648,M. Niu,Maika Niu,Niu,Maika,SS,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,271,969,50.5%,25.6%,74.4%,63.5%,39.7%,34.8%,44.6%,29.7%,26.3%,12.9%,3.58,10,76.4%,23.6%
679,1040576277,R. Howard,Reid Howard,Howard,Reid,SS,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,54,208,765,49.2%,15.7%,84.3%,64.6%,43.4%,41.0%,44.6%,30.4%,30.3%,7.7%,3.68,11,76.7%,23.3%
680,1297578240,R. Iffrig,Riley Iffrig,Iffrig,Riley,1B,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,58,272,912,43.3%,16.2%,83.8%,57.7%,47.8%,35.9%,44.6%,22.4%,23.5%,7.0%,3.35,9,74.5%,25.5%
681,1273276928,C. Giusti,Connor Giusti,Giusti,Connor,3B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,47,189,728,44.5%,25.9%,74.1%,60.0%,35.2%,38.9%,44.6%,21.3%,28.0%,11.5%,3.85,9,76.3%,23.7%
681,1517265527,T. Cox,Tyler Cox,Cox,Tyler,SS,University of Houston,HOU,3030,Houston,BBC,R,R,55,189,735,40.4%,14.5%,85.5%,62.2%,47.5%,38.0%,44.6%,26.9%,36.5%,5.9%,3.89,10,77.7%,22.3%
683,1094657536,L. Cantwell,Luke Cantwell,Cantwell,Luke,1B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,55,272,1056,36.2%,20.7%,79.3%,54.5%,43.5%,35.9%,44.6%,17.4%,28.6%,7.5%,3.88,9,78.1%,21.9%
684,1093147136,L. Steele,Lucas Steele,Steele,Lucas,C,Auburn University,AUB,5466,Auburn,BBC,S,R,46,202,819,40.4%,23.3%,76.7%,56.7%,38.1%,38.7%,44.6%,17.4%,26.8%,9.4%,4.05,9,78.2%,21.8%
685,1075327744,R. Wynn,Ryan Wynn,Wynn,Ryan,SS,Wofford College,WOF,730176512,Wofford,BBC,R,R,60,283,1130,40.2%,20.5%,79.5%,60.5%,43.2%,36.3%,44.6%,18.3%,33.8%,8.2%,3.99,8,77.7%,22.3%
686,1404304693,A. Irby,Austin Irby,Irby,Austin,1B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,262,1075,43.2%,19.6%,80.4%,58.5%,38.4%,42.0%,44.6%,22.1%,27.0%,8.5%,4.10,10,77.6%,22.4%
687,1303483649,C. Egrie,CJ Egrie,Egrie,CJ,RF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,55,261,964,37.4%,17.2%,82.8%,56.1%,46.0%,36.8%,44.6%,17.8%,29.9%,6.4%,3.69,13,74.0%,26.0%
688,1271061504,K. Ratliff,Kyle Ratliff,Ratliff,Kyle,RF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,51,209,840,42.4%,33.4%,66.6%,59.5%,32.3%,34.3%,44.6%,22.4%,29.5%,14.2%,4.02,8,75.2%,24.8%
689,1516396414,T. Bass,Tyson Bass,Bass,Tyson,RF,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,61,273,1087,44.5%,30.0%,70.0%,59.9%,33.5%,36.6%,44.6%,25.6%,27.7%,13.3%,3.98,11,80.3%,19.7%
690,1195475968,M. Malony,Maddox Malony,Malony,Maddox,SS,University of Oregon,ORE,4807,Oregon,BBC,R,R,56,246,894,47.7%,19.0%,81.0%,60.5%,41.8%,39.2%,44.6%,24.6%,24.6%,9.1%,3.63,13,77.0%,23.0%
691,1143055104,H. Moore,Hayden Moore,Moore,Hayden,CF,Saint Louis University,SLU,2291,St. Louis,BBC,S,R,52,234,841,37.8%,27.4%,72.6%,53.9%,42.1%,30.5%,44.6%,18.9%,24.3%,10.3%,3.59,8,76.3%,23.7%
692,1625310371,M. McGwire,Max McGwire,McGwire,Max,RF,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,52,216,741,45.9%,37.4%,62.6%,62.5%,37.4%,25.3%,44.6%,26.7%,29.1%,17.1%,3.43,9,73.9%,26.1%
693,1174744576,B. Forrester,Brandon Forrester,Forrester,Brandon,3B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,S,R,53,255,969,41.3%,17.0%,83.0%,57.6%,45.0%,38.0%,44.6%,20.2%,27.8%,7.0%,3.80,10,80.3%,19.7%
694,1307928832,D. McCann,David McCann,McCann,David,C,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,52,194,762,43.4%,25.1%,74.9%,60.2%,38.1%,36.9%,44.6%,26.6%,29.7%,10.9%,3.93,9,77.3%,22.7%
695,1081479936,N. Dumesnil,Nicholas Dumesnil,Dumesnil,Nicholas,CF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,57,278,1064,48.7%,26.6%,73.4%,61.9%,35.9%,37.5%,44.6%,27.8%,25.8%,13.0%,3.83,10,75.9%,24.1%
696,1324325632,J. Donohoe,Jesse Donohoe,Donohoe,Jesse,3B,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,56,263,1070,36.5%,19.7%,80.3%,55.5%,42.5%,37.9%,44.7%,15.7%,29.9%,7.2%,4.07,8,75.9%,24.1%
697,1094691072,J. Spyke,Jack Spyke,Spyke,Jack,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,53,226,949,37.9%,15.0%,85.0%,59.1%,45.8%,39.2%,44.7%,16.7%,34.1%,5.7%,4.20,10,76.5%,23.5%
698,1122462464,B. Gumpf,Brady Gumpf,Gumpf,Brady,RF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,46,146,572,48.3%,31.9%,68.1%,64.8%,34.8%,33.3%,44.7%,32.9%,31.9%,15.4%,3.92,10,80.0%,20.0%
699,1262664192,K. Milewski,Kevin Milewsky,Milewski,Kevin,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,52,233,923,46.3%,26.9%,73.1%,59.7%,34.2%,38.9%,44.7%,24.6%,24.8%,12.5%,3.96,10,73.4%,26.6%
700,1342169604,H. Warren,Hunter Warren,Warren,Hunter,2B,Wright State University,WRST,5390,Wright State,BBC,R,R,61,299,1040,41.0%,19.0%,81.0%,59.2%,50.7%,30.3%,44.7%,20.1%,30.9%,7.8%,3.48,9,77.8%,22.2%
701,1196789504,D. Wyers,Drew Wyers,Wyers,Drew,3B,Bryant University,BRY,730266880,Bryant,BBC,R,R,43,194,682,41.6%,14.4%,85.6%,55.9%,47.5%,38.0%,44.7%,18.5%,24.4%,6.0%,3.52,8,70.7%,29.3%
702,1281731072,P. Coley,Parker Coley,Coley,Parker,RF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,44,174,706,45.2%,23.5%,76.5%,59.2%,35.7%,40.8%,44.7%,25.0%,25.6%,10.6%,4.06,13,75.9%,24.1%
703,1383514824,K. Waslefsky,Karsen Waslefsky,Waslefsky,Karsen,SS,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,44,159,593,42.2%,24.0%,76.0%,59.9%,47.6%,28.4%,44.7%,21.7%,30.6%,10.1%,3.73,8,75.6%,24.4%
704,1310879232,J. Paino,Josh Paino,Paino,Josh,3B,Clemson University,CLEM,730358784,Clemson,BBC,R,R,63,282,1132,47.1%,28.9%,71.1%,63.0%,29.1%,42.0%,44.7%,29.0%,30.0%,13.6%,4.01,12,78.0%,22.0%
705,1876553123,K. Holiday,Khi Holiday,Holiday,Khi,CF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,272,1040,34.3%,13.7%,86.3%,57.4%,51.8%,34.5%,44.7%,17.8%,35.1%,4.7%,3.82,9,71.0%,29.0%
706,1294967040,J. Jones,Jayson Jones,Jones,Jayson,3B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,50,216,831,46.7%,27.8%,72.2%,62.3%,35.1%,37.1%,44.7%,25.9%,29.2%,13.0%,3.85,8,79.3%,20.7%
707,1053576927,K. Agosto,Kelvin Agosto,Agosto,Kelvin,LF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,267,1018,36.4%,21.0%,79.0%,55.2%,50.9%,28.0%,44.7%,16.5%,27.8%,7.7%,3.81,9,75.3%,24.7%
708,1944131337,W. Waters,Wylie Waters,Waters,Wylie,1B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,52,214,773,48.6%,30.1%,69.9%,63.6%,34.6%,35.4%,44.7%,28.1%,29.2%,14.6%,3.61,11,77.9%,22.1%
709,1220509952,G. Mangrum,Grant Mangrum,Mangrum,Grant,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,38,119,447,40.9%,17.5%,82.5%,60.0%,46.4%,36.1%,44.7%,24.3%,31.1%,7.2%,3.76,12,74.2%,25.8%
709,1157355776,B. Rocha,Bubba Rocha,Rocha,Bubba,LF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,46,200,845,40.2%,20.3%,79.7%,58.0%,35.0%,44.7%,44.7%,17.2%,29.7%,8.2%,4.22,10,75.9%,24.1%
711,1150231808,B. Casillas,Benny Casillas,Casillas,Benny,SS,University of Michigan,MICH,2290,Michigan,BBC,R,R,55,249,967,43.1%,17.3%,82.7%,61.3%,45.3%,37.4%,44.7%,27.7%,31.9%,7.4%,3.88,12,76.6%,23.4%
712,1257267968,D. Kennedy,Dee Kennedy,Kennedy,Dee,3B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,57,261,1106,42.1%,33.0%,67.0%,58.7%,31.1%,35.8%,44.7%,23.2%,28.5%,13.9%,4.24,10,78.1%,21.9%
713,1449562702,A. Melendez,Axel Melendez,Melendez,Axel,LF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,R,51,195,729,44.4%,17.6%,82.4%,61.7%,43.8%,38.6%,44.7%,27.3%,31.1%,7.8%,3.74,9,79.3%,20.7%
714,1165893120,T. Dunn,Tyler Dunn,Dunn,Tyler,1B,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,38,175,693,32.3%,16.1%,83.9%,54.5%,47.8%,36.2%,44.7%,15.7%,32.8%,5.2%,3.96,10,77.7%,22.3%
715,1162563328,G. Zuccaro,Giano Zuccaro,Zuccaro,Giano,LF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,43,184,734,34.7%,20.4%,79.6%,57.3%,45.5%,34.1%,44.7%,24.8%,34.1%,7.1%,3.99,9,76.7%,23.3%
716,1176126464,R. Robinson,Ryder Robinson,Robinson,Ryder,SS,Brigham Young University,BYU,730257152,BYU,BBC,S,R,55,270,1117,43.3%,25.8%,74.2%,60.2%,34.5%,39.7%,44.7%,25.4%,29.7%,11.2%,4.14,11,79.9%,20.1%
717,1212105473,C. Sefcik,Cal Sefcik,Sefcik,Cal,LF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,56,247,896,40.7%,18.9%,81.1%,60.6%,48.5%,32.6%,44.7%,24.2%,33.5%,7.7%,3.63,9,77.8%,22.2%
718,1279685376,D. Cail,Daedrick Cail,Cail,Daedrick,3B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,46,174,583,46.0%,20.1%,79.9%,65.1%,48.5%,31.3%,44.7%,26.6%,35.1%,9.3%,3.35,8,77.9%,22.1%
719,1912854991,D. Longo,Dom Longo,Longo,Dom,3B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,282,1002,38.4%,15.3%,84.7%,61.2%,51.9%,32.7%,44.7%,24.1%,35.5%,5.9%,3.55,10,77.5%,22.5%
720,1195454208,J. Nadeau,Justin Nadeau,Nadeau,Justin,CF,University of Florida,FLA,730168320,Florida,BBC,L,R,51,199,805,45.3%,28.2%,71.8%,59.2%,31.2%,40.5%,44.7%,24.5%,25.3%,12.8%,4.05,11,76.8%,23.2%
721,1221084416,B. Murtha,Brock Murtha,Murtha,Brock,2B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,48,212,769,41.9%,21.7%,78.3%,61.1%,42.2%,36.0%,44.7%,23.3%,33.1%,9.1%,3.63,8,77.0%,23.0%
722,1191396608,C. Raile,Cole Raile,Raile,Cole,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,53,259,1064,36.4%,27.1%,72.9%,56.4%,34.4%,38.5%,44.7%,17.4%,31.3%,9.9%,4.11,9,75.5%,24.5%
723,1174787328,T. Splaine,Tommy Splaine,Splaine,Tommy,1B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,62,255,999,43.9%,26.0%,74.0%,62.6%,37.6%,36.4%,44.7%,25.3%,33.2%,11.4%,3.92,10,77.2%,22.8%
724,1327330048,J. Bessette,Jackson Bessette,Bessette,Jackson,C,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,49,218,869,37.3%,25.0%,75.0%,55.0%,38.9%,36.1%,44.7%,19.1%,28.3%,9.3%,3.99,9,75.8%,24.2%
725,1089871104,J. Nati,Jimmy Nati,Nati,Jimmy,2B,Stanford University,STAN,730251264,Stanford,BBC,R,R,52,229,830,46.9%,27.2%,72.8%,63.7%,40.6%,32.1%,44.7%,27.4%,31.7%,12.8%,3.62,8,79.1%,20.9%
725,1294950656,K. Carpenter,Kaden Carpenter,Carpenter,Kaden,RF,University of Utah,UTAH,730328320,Utah,BBC,L,L,50,231,910,47.0%,27.8%,72.2%,62.2%,34.6%,37.6%,44.7%,30.0%,27.5%,13.1%,3.94,10,81.5%,18.5%
727,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,60,267,940,47.0%,13.6%,86.4%,62.8%,47.5%,38.9%,44.7%,30.3%,29.7%,6.4%,3.52,10,77.7%,22.3%
727,1072068937,C. Nicoletto,Cayden Nicoletto,Nicoletto,Cayden,1B,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,47,171,612,50.0%,21.9%,78.1%,62.6%,40.2%,37.9%,44.7%,30.1%,25.2%,10.9%,3.58,9,77.8%,22.2%
729,1348018397,J. Hauge,Jackson Hauge,Hauge,Jackson,RF,University of Kansas,KU,730360064,Kansas,BBC,R,R,59,278,1073,44.0%,26.1%,73.9%,59.9%,39.4%,34.5%,44.8%,25.4%,28.4%,11.5%,3.86,9,75.7%,24.3%
730,1285714688,H. Taubert,Harrison Taubert,Taubert,Harrison,RF,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,54,229,916,41.8%,34.5%,65.5%,58.2%,31.1%,34.5%,44.8%,20.9%,27.9%,14.4%,4.00,8,74.1%,25.9%
730,1305531530,T. Gambill,Trey Gambill,Gambill,Trey,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,56,245,1018,35.2%,17.6%,82.4%,53.8%,41.6%,40.8%,44.8%,11.8%,28.8%,6.2%,4.16,10,79.9%,20.1%
732,1297676033,C. Hain,Carter Hain,Hain,Carter,1B,Oakland University,OAK,5386,Oakland,BBC,R,R,60,262,1032,43.5%,28.5%,71.5%,61.7%,35.9%,35.6%,44.8%,26.4%,32.1%,12.4%,3.94,9,77.4%,22.6%
733,1342170748,A. Carson,Ansel Carson,Carson,Ansel,SS,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,S,R,47,220,646,40.4%,15.3%,84.7%,55.8%,54.8%,29.9%,44.8%,23.0%,22.9%,6.2%,2.94,12,77.5%,22.5%
734,1109516288,I. Wachsmann,Isaac Wachsmann,Wachsmann,Isaac,RF,Xavier University,XAV,5464,Xavier,BBC,R,R,59,252,968,49.1%,30.7%,69.3%,62.1%,33.5%,35.8%,44.8%,28.7%,25.6%,15.1%,3.84,10,77.8%,22.2%
735,1310847488,E. Appelwick,Evan Appelwick,Appelwick,Evan,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,58,276,1112,35.9%,21.6%,78.4%,56.0%,42.4%,36.1%,44.8%,18.4%,31.4%,7.7%,4.03,12,75.3%,24.7%
736,1218587213,M. Stancliff,Matt Stancliff,Stancliff,Matt,2B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,R,45,190,742,35.0%,11.2%,88.8%,57.8%,49.6%,39.2%,44.8%,16.8%,34.2%,3.9%,3.91,9,75.7%,24.3%
737,1196830209,J. Winnay,Jack Winnay,Winnay,Jack,1B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,60,282,1074,39.9%,19.4%,80.6%,57.9%,43.0%,37.6%,44.8%,19.6%,30.0%,7.7%,3.81,12,79.0%,21.0%
738,1287473664,R. Daniels,Ryan Daniels,Daniels,Ryan,2B,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,54,252,940,43.4%,21.6%,78.4%,57.2%,40.4%,38.0%,44.8%,18.7%,24.4%,9.4%,3.73,10,77.7%,22.3%
